,ra,dec,obsid,name,cluster,silhouette_prob,silhouette
16211,135.65556042965216,-48.226142897184964,7525,2CXO J090237.3-481334,0,0.6048100894753925,0.2096201789507849
16212,135.71146549355916,52.293649314626826,11588,2CXO J090250.7+521737,5,0.6044363078846477,0.20887261576929553
16214,135.8533765454548,3.546743413025728,15373,2CXO J090324.8+033248,0,0.5170209438622603,0.03404188772452053
16215,135.86493803330063,1.4003208204752782,8174,2CXO J090327.5+012401,3,0.5706825120589447,0.14136502411788934
16216,135.95982602531933,50.390936097251206,5602,2CXO J090350.3+502327,3,0.5290458190856504,0.05809163817130083
16217,136.0529691043031,-36.45027663551804,7805,2CXO J090412.7-362700,0,0.5001780927902763,0.00035618558055257093
16220,136.17288405195416,-32.379911983403126,13223,2CXO J090441.4-322247,2,0.528910532942615,0.05782106588523003
16221,136.22156279356636,-57.58493860931474,3113,2CXO J090453.1-573505,5,0.5795873526144117,0.15917470522882338
16222,136.2241371087904,69.4575851311765,5637,2CXO J090453.7+692727,3,0.5946541700068384,0.18930834001367677
16223,136.27706825261737,-32.36132275734375,13224,2CXO J090506.4-322140,3,0.5467622111746346,0.09352442234926917
16224,136.27706825261737,-32.36132275734375,13223,2CXO J090506.4-322140,3,0.5371898130671307,0.07437962613426131
16226,136.29054370235463,-32.40638680761323,12399,2CXO J090509.7-322422,5,0.5246146763399372,0.0492293526798744
16227,136.3238173224562,-32.41588402409247,13223,2CXO J090517.7-322457,5,0.599911416664157,0.19982283332831408
16228,136.3238173224562,-32.41588402409247,13224,2CXO J090517.7-322457,3,0.6055365731744484,0.21107314634889682
16229,136.3238173224562,-32.41588402409247,12399,2CXO J090517.7-322457,0,0.5125163523377095,0.025032704675419057
16231,136.39406076357977,-32.36418683418954,12399,2CXO J090534.5-322151,0,0.5852488915919534,0.1704977831839068
16232,136.40036369909149,-32.3171710216901,12399,2CXO J090536.0-321901,5,0.6109568666788782,0.22191373335775635
16233,136.40036369909149,-32.3171710216901,13223,2CXO J090536.0-321901,5,0.5938620943874293,0.18772418877485858
16234,136.40036369909149,-32.3171710216901,13224,2CXO J090536.0-321901,5,0.5954261133161574,0.19085222663231471
16237,136.47076487326456,-32.394130595954444,13223,2CXO J090552.9-322338,4,0.7258476915054881,0.4516953830109762
16240,136.54760149169903,-51.94898463432679,10572,2CXO J090611.4-515656,4,0.6241004805533142,0.24820096110662848
16241,136.57065784988413,4.834885566328019,10346,2CXO J090616.9+045005,0,0.5112998729444597,0.02259974588891944
16242,136.5754008448934,4.636050668141816,10346,2CXO J090618.0+043809,2,0.5721275272785464,0.14425505455709278
16243,136.62821067256817,69.50851604257724,5637,2CXO J090630.7+693030,5,0.6527109641010926,0.30542192820218517
16245,136.63630581977412,52.158600382179245,14965,2CXO J090632.7+520930,5,0.5450110443058522,0.09002208861170449
16247,136.6961290881216,2.857242148289901,10475,2CXO J090647.0+025126,0,0.5808611842207481,0.16172236844149623
16250,136.8697227288186,52.0315598017686,14965,2CXO J090728.7+520153,4,0.751306864131263,0.5026137282625259
16251,136.91132273614346,16.592585714060185,6947,2CXO J090738.7+163533,0,0.5485717308577336,0.09714346171546707
16253,136.95628052943187,10.970828587881575,13389,2CXO J090749.5+105814,5,0.6168561935390585,0.23371238707811706
16255,137.01079861865742,11.020871129907576,13389,2CXO J090802.5+110115,3,0.5113073475017645,0.022614695003529015
16256,137.025545650447,-49.12060435735465,12144,2CXO J090806.1-490714,0,0.581605485877411,0.163210971754822
16257,137.15532005777789,39.71698210304383,5625,2CXO J090837.2+394301,2,0.5851386695594945,0.17027733911898885
16260,137.25175713266276,10.992972665065299,7699,2CXO J090900.4+105934,3,0.6041020272969458,0.20820405459389174
16271,137.36374947587876,54.241366599479825,2227,2CXO J090927.2+541428,2,0.5126440745511738,0.02528814910234764
16273,137.36533984593228,54.35751585984251,2227,2CXO J090927.6+542127,4,0.5509757077359518,0.1019514154719037
16276,137.38086393317224,-9.805495835136986,10743,2CXO J090931.4-094819,2,0.521518974692165,0.043037949384329956
16277,137.38251245408435,33.1347272039791,9104,2CXO J090931.8+330805,0,0.506863667038718,0.013727334077435985
16279,137.39361606378566,11.096995901382419,924,2CXO J090934.4+110549,4,0.6761061407028383,0.35221228140567656
16280,137.40052607569714,-9.307706982290188,6799,2CXO J090936.1-091827,5,0.607276714407975,0.21455342881595
16281,137.40287732171652,-9.62742344084672,10743,2CXO J090936.6-093738,2,0.5891511099313418,0.1783022198626835
16282,137.40307000316096,-9.73288491549479,10743,2CXO J090936.7-094358,3,0.513632925377831,0.027265850755661958
16283,137.41431848028697,-9.703511830058673,10743,2CXO J090939.4-094212,2,0.5237265081343148,0.04745301626862955
16284,137.42484360412777,-9.8389623528718,10743,2CXO J090941.9-095020,5,0.5787937674443567,0.15758753488871355
16285,137.45253316350028,10.942870121993122,924,2CXO J090948.6+105634,3,0.5341402765472728,0.06828055309454552
16286,137.4537470335389,33.13205333709873,9104,2CXO J090948.8+330755,2,0.610953195920302,0.22190639184060393
16289,137.48744401773638,33.39905373682846,9104,2CXO J090956.9+332356,2,0.5625793172763732,0.1251586345527465
16292,137.5595623081038,54.21588499954142,2452,2CXO J091014.2+541257,5,0.5573587744850294,0.11471754897005869
16293,137.5595623081038,54.21588499954142,2227,2CXO J091014.2+541257,5,0.5187264449599868,0.03745288991997351
16294,137.57274929699668,54.29954011673539,2227,2CXO J091017.4+541758,4,0.7547835377781789,0.5095670755563576
16295,137.58494260947668,60.03746134751349,9528,2CXO J091020.3+600214,3,0.5782947543308286,0.1565895086616572
16296,137.59730974675364,54.233494546300165,2227,2CXO J091023.3+541400,3,0.5679213566949957,0.1358427133899912
16297,137.59730974675364,54.233494546300165,2452,2CXO J091023.3+541400,2,0.6078585016431942,0.21571700328638835
16298,137.6122225167269,54.21196355669553,2452,2CXO J091026.9+541243,0,0.5236324953641583,0.047264990728316636
16299,137.6122225167269,54.21196355669553,2227,2CXO J091026.9+541243,3,0.5924471724502164,0.18489434490043283
16301,137.61379687695353,60.01535044660652,9528,2CXO J091027.3+600055,2,0.5915042536243706,0.18300850724874132
16302,137.62081517421097,54.2570902197547,2452,2CXO J091028.9+541525,2,0.5409184035568312,0.08183680711366237
16303,137.62081517421097,54.2570902197547,2227,2CXO J091028.9+541525,5,0.6175703718085769,0.23514074361715373
16305,137.6207741395168,54.45519497864031,2452,2CXO J091028.9+542718,2,0.5109621385690275,0.02192427713805503
16306,137.6238110102924,54.46373681914201,2227,2CXO J091029.7+542749,5,0.5285767702154175,0.057153540430834905
16307,137.64161635483362,60.028041718989186,9528,2CXO J091033.9+600140,5,0.6633738210338702,0.32674764206774043
16308,137.65101823117084,-9.504283778804332,6798,2CXO J091036.2-093015,5,0.6476052637103062,0.29521052742061243
16309,137.65101823117084,-9.504283778804332,10743,2CXO J091036.2-093015,2,0.5834416235655713,0.1668832471311425
16311,137.7067185752145,-64.80388789139164,7453,2CXO J091049.6-644813,0,0.5853771600733867,0.17075432014677341
16312,137.73979479299982,60.00627672258322,9528,2CXO J091057.5+600022,5,0.6351844802044357,0.2703689604088714
16314,137.75126146602804,54.42845223976513,2227,2CXO J091100.3+542542,3,0.5707294970478817,0.14145899409576343
16315,137.77852147199826,54.419952648557334,2227,2CXO J091106.8+542511,2,0.5085746697125083,0.017149339425016622
16316,137.77852147199826,54.419952648557334,2452,2CXO J091106.8+542511,2,0.47717622499508366,-0.04564755000983272
16317,137.82855587834825,-64.8495022989831,7453,2CXO J091118.8-645058,2,0.5979308723206582,0.1958617446413165
16318,137.84387914383024,76.57985545132054,11776,2CXO J091122.5+763447,5,0.615179988916792,0.23035997783358406
16319,137.86516343049084,5.848332610580937,14958,2CXO J091127.6+055053,2,0.49308323141237187,-0.013833537175256266
16321,137.87354814702292,54.219785649313266,2227,2CXO J091129.6+541311,5,0.5283614568445377,0.056722913689075484
16322,137.87354814702292,54.219785649313266,2452,2CXO J091129.6+541311,3,0.5329432512542503,0.0658865025085006
16323,137.88973925946698,54.23907785651826,2227,2CXO J091133.5+541420,5,0.598610160602773,0.19722032120554578
16325,137.8995363450913,54.137450846366676,2227,2CXO J091135.8+540814,5,0.6464705164839579,0.2929410329679158
16326,137.90542129212827,54.1667336903321,2227,2CXO J091137.3+541000,1,0.5475690949297443,0.09513818985948853
16327,137.90590103096883,60.03748840802569,9528,2CXO J091137.4+600214,3,0.5086571285833085,0.017314257166617004
16328,137.91468736921547,54.115239617243404,2452,2CXO J091139.5+540654,3,0.5163414493040246,0.032682898608049196
16329,137.91468736921547,54.115239617243404,2227,2CXO J091139.5+540654,5,0.6179281406325767,0.23585628126515334
16333,137.99781207597528,54.222145611124446,2227,2CXO J091159.4+541319,2,0.49536700668718225,-0.009265986625635438
16334,137.99837971166983,53.324330288514396,8254,2CXO J091159.6+531927,2,0.5413492838880986,0.08269856777619712
16338,138.14447725507375,35.18193544254385,11777,2CXO J091234.6+351054,3,0.576443048570164,0.15288609714032803
16339,138.20914543963102,40.956566712909456,10445,2CXO J091250.1+405723,2,0.5555799207960623,0.11115984159212475
16340,138.21578429754334,-65.03694000762816,7453,2CXO J091251.7-650212,5,0.5161947877847817,0.032389575569563456
16342,138.23732416046255,-64.8742655515799,7453,2CXO J091256.9-645227,0,0.5905170499078489,0.18103409981569793
16343,138.2545127151261,52.991330295593,8176,2CXO J091301.0+525928,5,0.5256533199544107,0.05130663990882128
16345,138.27012159598348,53.02950172334705,8176,2CXO J091304.8+530146,5,0.5850835867355544,0.17016717347110888
16346,138.32139751758086,41.03803369707823,10445,2CXO J091317.1+410216,0,0.5125149666898294,0.025029933379658968
16347,138.3579481098438,30.08035585294458,5789,2CXO J091325.9+300449,2,0.5149842368600758,0.02996847372015163
16348,138.35888331374838,40.98994805944868,10445,2CXO J091326.1+405923,5,0.6456821938615711,0.29136438772314227
16352,138.39805713304685,35.05581901825747,11777,2CXO J091335.5+350320,5,0.5779950227698909,0.15599004553978177
16353,138.42062347093736,41.053866098647305,10445,2CXO J091340.9+410313,3,0.515236210294885,0.030472420589769976
16354,138.43961469745068,40.94129293288282,10445,2CXO J091345.5+405628,2,0.5327090081453605,0.06541801629072105
16359,138.52122133766767,40.11368003275592,3014,2CXO J091405.0+400649,0,0.5171358545430706,0.034271709086141335
16361,138.5700012367089,41.11701153574235,10445,2CXO J091416.8+410701,5,0.6535857325837438,0.3071714651674874
16362,138.62914201626222,56.1473736020167,4821,2CXO J091430.9+560850,5,0.5955811167591002,0.19116223351820044
16364,138.64652412371322,40.93774314201686,10445,2CXO J091435.1+405615,5,0.6370928085453467,0.27418561709069333
16365,138.70454379408147,8.889203883795538,13858,2CXO J091449.0+085321,2,0.5124339511891238,0.024867902378247615
16366,138.71648573062316,76.33334588883407,11776,2CXO J091451.9+762000,5,0.6550863093021299,0.3101726186042597
16367,138.77817737942826,44.57551679588402,5723,2CXO J091506.7+443431,3,0.5293237239363956,0.05864744787279128
16368,138.77817737942826,44.57551679588402,6857,2CXO J091506.7+443431,3,0.5575198284259774,0.11503965685195475
16369,138.80507853834695,29.804729470980092,12913,2CXO J091513.2+294817,2,0.5733221641262841,0.14664432825256826
16370,138.86997817996092,44.2758518879667,5723,2CXO J091528.7+441633,5,0.5604468137359453,0.12089362747189063
16371,138.90435876372828,44.18999622465279,5723,2CXO J091537.0+441123,5,0.6304543459446224,0.2609086918892446
16372,138.96833320602536,29.556623037014155,4209,2CXO J091552.3+293323,5,0.5258425982358839,0.051685196471767836
16374,138.99430395236323,29.841910301394943,12913,2CXO J091558.6+295030,5,0.6183140720481919,0.23662814409638389
16376,139.10067511647526,44.154924388271745,6857,2CXO J091624.1+440917,5,0.5376425427493485,0.07528508549869717
16377,139.10164023100208,29.655345319600457,4209,2CXO J091624.3+293919,5,0.584997927089445,0.16999585417888988
16379,139.16190397968865,76.38615953286343,11776,2CXO J091638.8+762310,2,0.6151875674944872,0.23037513498897444
16381,139.321105977741,41.859081564797,9093,2CXO J091717.0+415132,5,0.5990217179859871,0.19804343597197438
16383,139.33769836379167,41.91176781462026,6729,2CXO J091721.0+415442,2,0.5645488337566338,0.12909766751326762
16384,139.33769836379167,41.91176781462026,9093,2CXO J091721.0+415442,2,0.572044449680915,0.14408889936183
16385,139.33769836379167,41.91176781462026,8457,2CXO J091721.0+415442,0,0.47040652335504896,-0.05918695328990207
16386,139.3449100009733,42.00010429580137,6729,2CXO J091722.7+420000,5,0.5577019174680358,0.11540383493607162
16387,139.3449100009733,42.00010429580137,8457,2CXO J091722.7+420000,3,0.5648688182633385,0.12973763652667686
16388,139.34562992131328,41.99918069399885,6729,2CXO J091722.9+415957,5,0.5577019174680358,0.11540383493607162
16389,139.34562992131328,41.99918069399885,8457,2CXO J091722.9+415957,3,0.5648688182633385,0.12973763652667686
16390,139.34578092379422,41.99986055765232,6729,2CXO J091722.9+415959,5,0.5577019174680358,0.11540383493607162
16391,139.34578092379422,41.99986055765232,8457,2CXO J091722.9+415959,3,0.5648688182633385,0.12973763652667686
16392,139.3747064876336,67.46775829542008,16169,2CXO J091729.9+672803,5,0.5353407192915179,0.07068143858303595
16394,139.3967742858046,67.36270918887948,16169,2CXO J091735.2+672145,3,0.5359084827545746,0.07181696550914912
16395,139.44154454932698,-12.080634390144011,4969,2CXO J091745.9-120450,5,0.5733256814603399,0.14665136292067987
16397,139.47641569934285,67.28041244851879,16169,2CXO J091754.3+671649,5,0.5944141310904463,0.18882826218089263
16398,139.48924688428042,-12.017204259641998,4969,2CXO J091757.4-120101,5,0.5743497821425853,0.1486995642851706
16404,139.57006028590274,-12.231124148384321,4969,2CXO J091816.8-121352,5,0.584778590639152,0.16955718127830413
16406,139.59231704540002,-12.077367479100001,4970,2CXO J091822.1-120438,3,0.5689636295073588,0.13792725901471756
16407,139.59306347751055,-12.077636129867903,4969,2CXO J091822.3-120439,4,0.6920509206234464,0.3841018412468928
16408,139.59306347751055,-12.077636129867903,4970,2CXO J091822.3-120439,4,0.5225422123729422,0.04508442474588437
16409,139.59728770249274,-12.039310911720866,4970,2CXO J091823.3-120221,2,0.5168761128888275,0.03375222577765504
16411,139.6044517820509,30.048331530586474,12186,2CXO J091825.0+300253,5,0.6435245719375029,0.28704914387500574
16414,139.64028278986206,-12.244451674347868,4969,2CXO J091833.6-121440,5,0.6103543004235232,0.22070860084704655
16415,139.64115250056545,-12.043791032305013,4969,2CXO J091833.8-120237,4,0.5371149028280453,0.0742298056560907
16416,139.65014526020911,69.30349831543943,4689,2CXO J091836.0+691812,5,0.5738052340319649,0.14761046806392986
16417,139.650798438609,41.923514868678666,6729,2CXO J091836.1+415524,0,0.5440752321535651,0.08815046430713017
16419,139.69492356032845,-11.898113741146158,4969,2CXO J091846.7-115353,4,0.582007655593153,0.16401531118630597
16420,139.69974921046986,-12.084017014283486,4970,2CXO J091847.9-120502,2,0.5064938186005911,0.012987637201182059
16421,139.69974921046986,-12.084017014283486,4969,2CXO J091847.9-120502,2,0.5340425497642357,0.06808509952847142
16423,139.70992778698087,-12.01321122290921,4970,2CXO J091850.3-120047,5,0.6041781132303495,0.208356226460699
16426,139.82752419893285,69.20323034917004,4689,2CXO J091918.6+691211,3,0.5485872815425963,0.09717456308519266
16427,139.83305999526146,69.20220887418667,4689,2CXO J091919.9+691207,5,0.5268588131549008,0.053717626309801564
16428,139.83604397717403,67.54579270985577,16169,2CXO J091920.6+673244,0,0.5048337536156345,0.009667507231269166
16430,139.87328534297518,67.44457746623861,16169,2CXO J091929.5+672640,2,0.5413982942037936,0.0827965884075872
16431,139.89551683726523,30.53209199672497,15128,2CXO J091934.9+303155,3,0.5604169706033447,0.12083394120668947
16432,139.94110262532172,30.44850587851692,15128,2CXO J091945.8+302654,2,0.5190457824235128,0.03809156484702565
16433,139.98012772034383,69.14898962800571,4689,2CXO J091955.2+690856,5,0.6017912753744172,0.20358255074883447
16434,140.00495602922012,30.56793660545499,15128,2CXO J092001.1+303404,5,0.5806763468270855,0.16135269365417104
16437,140.06417751304468,67.49134606646142,16169,2CXO J092015.4+672928,5,0.5552703215727022,0.11054064314540435
16438,140.16856006048636,30.50972580334423,15128,2CXO J092040.4+303035,0,0.5740896748830581,0.14817934976611608
16439,140.27821599788558,30.460303284493357,15128,2CXO J092106.7+302737,5,0.5545712429679057,0.10914248593581152
16440,140.2857827406051,45.64908787083197,827,2CXO J092108.5+453856,5,0.5958463638947249,0.19169272778944976
16441,140.2857827406051,45.64908787083197,6803,2CXO J092108.5+453856,2,0.5603472615312669,0.12069452306253386
16443,140.30587134009295,45.621218748033,6803,2CXO J092113.4+453716,5,0.5344949749551836,0.06898994991036732
16445,140.42010797481538,29.63617644328403,12187,2CXO J092140.8+293810,3,0.5153624489216049,0.030724897843209784
16446,140.46697401183815,3.691570122683093,11768,2CXO J092152.0+034129,5,0.6278451987170902,0.2556903974341804
16448,140.49541456503175,3.7099213904202513,11768,2CXO J092158.8+034235,2,0.5183891343100907,0.03677826862018137
16449,140.50929114383462,50.98174890356149,6096,2CXO J092202.2+505854,2,0.5268433393049448,0.05368667860988946
16450,140.51119284573338,50.97665030888307,6096,2CXO J092202.6+505835,2,0.5228331119892429,0.045666223978485805
16451,140.53010656640822,29.735832237358977,12188,2CXO J092207.2+294408,5,0.5852583067152248,0.1705166134304497
16452,140.69098905608394,51.047342600328626,6096,2CXO J092245.8+510250,3,0.6354260906710623,0.2708521813421245
16453,140.6934591081668,-39.99309062559298,5732,2CXO J092246.4-395935,5,0.5734521654723972,0.14690433094479435
16454,140.6934591081668,-39.99309062559298,7220,2CXO J092246.4-395935,0,0.48977104641941227,-0.020457907161175463
16455,140.6934591081668,-39.99309062559298,7221,2CXO J092246.4-395935,3,0.5207815868055714,0.04156317361114277
16456,140.6934591081668,-39.99309062559298,3114,2CXO J092246.4-395935,5,0.5698583228619423,0.13971664572388443
16457,140.6934591081668,-39.99309062559298,7223,2CXO J092246.4-395935,5,0.5579891074463474,0.11597821489269493
16458,140.71098182099428,-39.98261767762931,5732,2CXO J092250.6-395857,2,0.53779346488593,0.0755869297718601
16459,140.78076498734617,30.990697093102813,4122,2CXO J092307.3+305926,3,0.5780217766561252,0.15604355331225034
16461,140.83457611491042,-23.205933284503914,2020,2CXO J092320.2-231221,5,0.6381878005280177,0.2763756010560353
16462,140.85250542598897,51.11135521535777,6096,2CXO J092324.6+510640,5,0.5349351228263156,0.06987024565263131
16464,140.97754003487512,14.189061164705198,11734,2CXO J092354.6+141120,0,0.6294881106469039,0.25897622129380793
16466,141.14178260150624,-25.546156939901127,15331,2CXO J092434.0-253246,2,0.5070066852050314,0.014013370410063002
16471,141.23256087908493,2.3236521921483053,11562,2CXO J092455.8+021925,2,0.579410599357295,0.15882119871459
16472,141.23256087908493,2.3236521921483053,11565,2CXO J092455.8+021925,3,0.5461986283446028,0.09239725668920559
16474,141.24334790060448,2.187682088931331,11563,2CXO J092458.4+021115,3,0.5114906811910611,0.02298136238212218
16475,141.24334790060448,2.187682088931331,5604,2CXO J092458.4+021115,2,0.609472132724514,0.21894426544902795
16478,141.2519259132937,2.3727938636715846,11566,2CXO J092500.4+022222,0,0.6209540335865242,0.24190806717304852
16479,141.2519259132937,2.3727938636715846,11562,2CXO J092500.4+022222,0,0.5879840108854799,0.17596802177095988
16480,141.32449710389415,2.462066570611353,11562,2CXO J092517.8+022743,3,0.5149311323900642,0.02986226478012838
16481,141.32449710389415,2.462066570611353,11565,2CXO J092517.8+022743,3,0.5643584614629532,0.1287169229259065
16484,141.64616593100988,12.751392348153349,5838,2CXO J092635.0+124505,0,0.5630727948071521,0.1261455896143043
16485,141.6467969537286,29.646131867418514,10721,2CXO J092635.2+293846,5,0.5432870634970653,0.0865741269941306
16488,141.76726192495562,-55.95099129205609,14589,2CXO J092704.1-555703,2,0.5814966232325463,0.1629932464650926
16489,141.80186307259135,12.481727661941752,5838,2CXO J092712.4+122854,2,0.6121590001548063,0.22431800030961263
16490,141.80755207178743,29.72653853849969,10721,2CXO J092713.8+294335,5,0.5171895214400004,0.03437904288000084
16491,142.75080049389368,21.484655163321836,11260,2CXO J093100.1+212904,2,0.5322370024702536,0.06447400494050726
16492,142.79083441507225,21.522806834243934,11260,2CXO J093109.8+213122,2,0.5484172581274314,0.09683451625486283
16493,142.8355984397627,21.496482700241145,11260,2CXO J093120.5+212947,5,0.6077917528393956,0.21558350567879106
16494,142.84037004614254,21.6664811008595,11260,2CXO J093121.6+213959,2,0.5753010992978117,0.15060219859562346
16495,142.85617143888544,21.564708797918236,11260,2CXO J093125.4+213352,5,0.6348985379903411,0.2697970759806823
16496,142.92278733461126,21.557215192539424,11260,2CXO J093141.4+213325,0,0.5466128255673909,0.09322565113478178
16499,142.9530386760528,21.41258641374864,11260,2CXO J093148.7+212445,2,0.5023150323464021,0.004630064692804041
16500,142.98169911052707,37.09680734433707,10737,2CXO J093155.6+370548,5,0.5364465725717442,0.07289314514348852
16506,143.0249883615516,21.47021511374395,11260,2CXO J093205.9+212812,0,0.5089634447876885,0.01792688957537699
16508,143.03776614107937,21.485831604770627,11260,2CXO J093209.0+212908,5,0.5315453613871444,0.06309072277428884
16509,143.03952884388661,21.501817217075757,11260,2CXO J093209.4+213006,2,0.5446269641510401,0.08925392830208007
16510,143.04030555730117,21.518573229445586,11260,2CXO J093209.6+213106,4,0.5857306939242284,0.1714613878484567
16511,143.04046886019398,21.485101741623144,11260,2CXO J093209.7+212906,0,0.5599765250260239,0.11995305005204789
16512,143.04066883425958,21.501643184927346,11260,2CXO J093209.7+213005,0,0.47949241695079087,-0.0410151660984183
16513,143.0406359492427,36.50072917729246,8916,2CXO J093209.7+363002,3,0.5578251456768192,0.11565029135363836
16518,143.0524631604659,21.41106195963633,11260,2CXO J093212.5+212439,2,0.5284626948934696,0.05692538978693928
16519,143.0776947406796,21.631844819859477,11260,2CXO J093218.6+213754,5,0.5191868950519511,0.038373790103902225
16522,143.16821135140015,21.63886664267079,11260,2CXO J093240.3+213819,5,0.5347198868674994,0.06943977373499882
16523,143.17151994661822,53.109422550659914,5724,2CXO J093241.1+530633,3,0.5107180537489789,0.021436107497957883
16525,143.21623028059048,53.20244041056395,5724,2CXO J093251.8+531208,2,0.5113117170661378,0.022623434132275595
16526,143.4022433536602,55.248649468189114,805,2CXO J093336.5+551455,5,0.6388530206512358,0.2777060413024716
16527,143.4276140054901,55.445946446783196,805,2CXO J093342.6+552645,0,0.5442443548031293,0.08848870960625843
16528,143.48865571438427,61.305575355646724,2033,2CXO J093357.2+611820,2,0.50964211412702,0.019284228254039987
16532,143.63871046263102,-62.43381546058038,14813,2CXO J093433.2-622601,0,0.5575336829466673,0.1150673658933346
16533,143.64970123468152,61.27092546679455,2033,2CXO J093435.9+611615,3,0.6280471085984951,0.2560942171969902
16535,143.71199935186445,17.12543059893194,12753,2CXO J093450.8+170731,0,0.49400761624353645,-0.011984767512927066
16536,143.7416438732214,17.103995433667297,12753,2CXO J093457.9+170614,4,0.7462769502581124,0.4925539005162248
16538,143.84429955703547,61.40134826908189,2033,2CXO J093522.6+612404,5,0.5596612445164659,0.11932248903293183
16540,143.89052177853648,17.04544136425562,12753,2CXO J093533.7+170243,3,0.5604970488570844,0.12099409771416872
16541,143.8974625000235,61.322071045664764,2033,2CXO J093535.3+611919,2,0.5729621253911474,0.14592425078229496
16542,143.8983893170515,16.95385510567679,12753,2CXO J093535.6+165713,5,0.6292974109761512,0.2585948219523024
16543,143.9279126554252,16.9287998554368,12753,2CXO J093542.6+165543,2,0.5532038278101705,0.10640765562034109
16544,143.96106641107872,48.49198737191987,15067,2CXO J093550.6+482931,3,0.5311916658389711,0.06238333167794235
16545,143.96497627163313,61.3531956283078,2033,2CXO J093551.5+612111,0,0.529603381644818,0.059206763289635964
16546,143.9934330452419,61.228864079879386,2033,2CXO J093558.4+611343,5,0.6203189334089069,0.2406378668178138
16548,144.0309869351363,61.54592558569494,2033,2CXO J093607.4+613245,3,0.5652080702909374,0.13041614058187478
16549,144.0354965844739,61.50777883861747,2033,2CXO J093608.5+613028,5,0.5645534469763074,0.1291068939526148
16550,144.05569377699783,61.236954944072096,2033,2CXO J093613.3+611413,2,0.5129671982144132,0.025934396428826337
16551,144.12069050249386,48.28275829958709,15067,2CXO J093628.9+481657,2,0.49714931139783386,-0.005701377204332251
16552,144.430677049427,52.15986644015255,15137,2CXO J093743.3+520935,3,0.565693894168423,0.13138778833684592
16553,144.430677049427,52.15986644015255,16573,2CXO J093743.3+520935,5,0.6726568516677872,0.34531370333557443
16555,144.52392785090228,51.989555121135226,16573,2CXO J093805.7+515922,5,0.5623913671848528,0.12478273436970555
16556,144.61239746734623,-4.9250989887813095,5788,2CXO J093826.9-045530,2,0.5049757270301382,0.009951454060276376
16559,144.7561751043828,-4.912872768411084,5788,2CXO J093901.4-045446,5,0.6302406413946252,0.2604812827892504
16561,144.77810112820123,-5.097891343997843,5788,2CXO J093906.7-050552,3,0.589481098549092,0.17896219709818403
16562,144.77810112820123,-5.097891343997843,6203,2CXO J093906.7-050552,5,0.6443184746997184,0.28863694939943685
16563,144.80715049319213,-4.833755938690649,5788,2CXO J093913.7-045001,5,0.5145890807582543,0.029178161516508542
16565,144.91415891138456,-4.731589696913305,5788,2CXO J093939.3-044353,2,0.5447982881168256,0.08959657623365133
16566,144.91415891138456,-4.731589696913305,6203,2CXO J093939.3-044353,2,0.5168597491611866,0.033719498322373136
16568,144.95673685202343,41.69841100959934,5726,2CXO J093949.6+414154,5,0.5760172809046171,0.15203456180923416
16569,144.99750354563275,-54.38354615605858,9077,2CXO J093959.4-542300,0,0.5892380968978338,0.17847619379566762
16571,145.2334536094744,34.93332404889843,14381,2CXO J094056.0+345559,2,0.4891790286704533,-0.02164194265909333
16572,145.2334536094744,34.93332404889843,13966,2CXO J094056.0+345559,2,0.5486733408382695,0.09734668167653884
16574,145.2673020128684,34.73279658638444,13966,2CXO J094104.1+344358,5,0.5141922827439668,0.02838456548793351
16575,145.2673020128684,34.73279658638444,14381,2CXO J094104.1+344358,3,0.5766897213906657,0.15337944278133134
16576,145.27962868756953,34.776507431040606,13966,2CXO J094107.1+344635,2,0.5663135299790356,0.13262705995807123
16582,145.39043463338498,59.80308599120048,3035,2CXO J094133.7+594811,5,0.6483095104718039,0.29661902094360765
16583,145.393895403133,34.51602491082652,14381,2CXO J094134.5+343057,2,0.5139489794569182,0.027897958913836313
16584,145.393895403133,34.51602491082652,13966,2CXO J094134.5+343057,2,0.5226704909327857,0.04534098186557149
16585,145.45614313801389,-54.369696848200206,9077,2CXO J094149.4-542210,4,0.754456527842368,0.5089130556847361
16591,145.7221697329586,9.495050309084053,13782,2CXO J094253.3+092942,0,0.5803079669825391,0.16061593396507823
16592,145.7221697329586,9.495050309084053,13781,2CXO J094253.3+092942,0,0.5331443842940737,0.0662887685881475
16593,145.7345477764444,9.340071632101,13781,2CXO J094256.2+092024,2,0.5707166058536576,0.14143321170731515
16594,145.7345477764444,9.340071632101,13782,2CXO J094256.2+092024,5,0.6180306747885124,0.2360613495770247
16595,145.8576005282377,52.02409509629118,11508,2CXO J094325.8+520126,2,0.6006484832783484,0.2012969665566968
16596,146.0147256074025,4.395127843390198,10269,2CXO J094403.5+042342,5,0.5167263798665164,0.03345275973303284
16597,146.14307613148821,-31.169849327339648,15383,2CXO J094434.3-311011,3,0.5492282672589301,0.0984565345178602
16599,146.34418074427293,-31.200214084497293,15383,2CXO J094522.6-311200,3,0.5812319693046202,0.1624639386092404
16604,146.4189514386643,-14.571078821527504,3956,2CXO J094540.5-143415,4,0.6430513557710935,0.28610271154218714
16605,146.42176002843718,-31.172135242426727,15383,2CXO J094541.2-311019,0,0.532338232388063,0.06467646477612599
16606,146.42465716856793,-14.326377550363636,3956,2CXO J094541.9-141934,0,0.6138700188847375,0.2277400377694749
