,angDist,main_type,col1,ra.1,dec.1,obsid,name,cluster,silhouette_prob,silhouette
0,0.387334,QSO,0,0.0123175645113065,-35.0590684379273,15712,2CXO J000002.9-350332,2,0.5125188431877676,0.0250376863755352
1,1.612879,AGN,3,0.1062457877249016,-24.905299695823373,13394,2CXO J000025.4-245419,3,0.5470991116363934,0.0941982232727867
2,1.225589,IG,8,0.1297210125136416,-50.15397038136575,11997,2CXO J000031.1-500914,5,0.5426837683887846,0.0853675367775693
3,1.579684,EmG,9,0.1327731853477871,-24.91620991322102,13394,2CXO J000031.8-245458,2,0.5488947459343642,0.0977894918687284
5,0.575115,Galaxy,15,0.2498744968336268,-57.8092431224058,9335,2CXO J000059.9-574833,5,0.5826980751508547,0.1653961503017094
7,0.851327,AGN,16,0.2509150097275778,-25.08345475229845,13394,2CXO J000100.2-250500,5,0.5550006864499124,0.1100013728998248
8,0.846119,Seyfert_1,17,0.2602155272117556,-24.980147114323174,13394,2CXO J000102.4-245848,2,0.6132561112290518,0.2265122224581035
9,2.724371,Star,23,0.4004398019434347,13.110959521781387,6978,2CXO J000136.1+130639,4,0.6653224792915615,0.330644958583123
10,2.724371,Star,24,0.4004398019434347,13.110959521781387,8491,2CXO J000136.1+130639,5,0.5345816683821439,0.0691633367642877
11,1.277163,PM*,31,0.6869340038903147,-35.88375143497054,6974,2CXO J000244.8-355301,4,0.7623193682094491,0.5246387364188984
12,0.635291,QSO,47,1.594324511113598,-0.07357303251626,4096,2CXO J000622.6-000424,3,0.6053630881277257,0.2107261762554513
13,0.635291,QSO,48,1.594324511113598,-0.07357303251626,5617,2CXO J000622.6-000424,5,0.6326729422687452,0.2653458845374902
14,0.403539,X,53,1.9182412225255236,73.11362672119465,3835,2CXO J000740.3+730649,5,0.5384440466580946,0.0768880933161893
15,0.218098,RadioG,62,2.398228967065449,-32.27692614775548,5783,2CXO J000935.5-321636,3,0.5663700025834603,0.1327400051669205
16,0.474414,Galaxy,63,2.472536606305937,25.923870408962717,10401,2CXO J000953.4+255525,2,0.5769435345106504,0.1538870690213007
17,0.891188,Cl*,69,2.777335117402572,-12.107624782367504,15061,2CXO J001106.5-120627,2,0.5851953030502014,0.1703906061004028
27,0.974862,Radio,82,3.064905906556703,72.53605588783509,4481,2CXO J001215.5+723209,5,0.5760613805168531,0.1521227610337062
28,0.613664,QSO,84,3.1676722859841675,-30.373963338812285,8557,2CXO J001240.2-302226,2,0.5902462172417364,0.1804924344834728
29,0.613664,QSO,85,3.1676722859841675,-30.373963338812285,8477,2CXO J001240.2-302226,5,0.6416859762745226,0.2833719525490453
30,0.524965,X,95,3.319410821347617,-19.533805445374583,4945,2CXO J001316.6-193201,5,0.5185358167957557,0.0370716335915113
31,0.220943,Star,96,3.327427764324568,-27.25419271761785,5038,2CXO J001318.5-271515,2,0.5394666819915886,0.0789333639831773
32,0.178026,Seyfert_1,101,3.3796900808187047,40.86036510136215,5669,2CXO J001331.1+405137,2,0.5292083289194827,0.0584166578389652
33,2.439917,Seyfert_1,104,3.384963829145306,-27.43636795893479,5038,2CXO J001332.3-272610,0,0.5117163089282133,0.0234326178564266
34,0.786607,Galaxy,116,3.465956437036027,-30.49862219020347,8477,2CXO J001351.8-302955,5,0.5522534587613485,0.1045069175226968
35,2.470829,EmG,119,3.4998217583217297,-39.05100374550116,2255,2CXO J001359.9-390303,2,0.5495178458829597,0.0990356917659194
36,1.103212,HMXB,128,3.5803507564318693,-39.18728928547318,4744,2CXO J001419.2-391114,5,0.5804847456408225,0.160969491281645
37,0.226719,QSO,130,3.6011569228702456,-30.251396759954567,2212,2CXO J001424.2-301505,2,0.513637843302172,0.027275686604344
38,0.078067,GinCl,132,3.610668688068472,-30.395607684166283,8557,2CXO J001426.5-302344,3,0.5278707227482933,0.0557414454965866
39,0.078067,GinCl,133,3.610668688068472,-30.395607684166283,8477,2CXO J001426.5-302344,3,0.6005877631912113,0.2011755263824225
40,0.19655,Galaxy,136,3.6301757764765625,-30.377540846267816,2212,2CXO J001431.2-302239,5,0.6583154396980893,0.3166308793961784
41,0.680013,LMXB,141,3.6858434961676494,-39.1933316034426,2255,2CXO J001444.6-391135,0,0.5177283671764662,0.0354567343529323
42,1.539179,AGN,144,3.7041166944595143,-39.3751906142036,2255,2CXO J001448.9-392230,0,0.5048163834151923,0.0096327668303846
43,0.97871,LMXB,146,3.7165809225895146,-39.17922324075287,4744,2CXO J001451.9-391045,5,0.5673894275951092,0.1347788551902185
44,0.566193,LMXB,148,3.737501580098126,-39.194222948152266,2255,2CXO J001457.0-391139,0,0.4994965229484421,-0.0010069541031156
45,0.668087,QSO,150,3.768150804579591,-0.911071399662094,16228,2CXO J001504.3-005439,3,0.5247569324442276,0.0495138648884551
46,0.416234,Galaxy,151,3.784178336703121,-30.252089295417868,2212,2CXO J001508.2-301507,3,0.5255573935868704,0.0511147871737406
47,0.313131,ULX,158,3.870421038101142,-39.22182252531879,2255,2CXO J001528.9-391318,2,0.5180192386167927,0.0360384772335852
48,0.658855,AGN,159,3.876323418060053,-39.12088064684213,2255,2CXO J001530.3-390715,0,0.624139142851091,0.2482782857021818
49,0.17132,LMXB,160,3.892931425939707,-39.24025882992115,2255,2CXO J001534.3-391424,2,0.5304822975383258,0.0609645950766516
51,0.311033,HMXB,161,3.934759643551899,-39.20248381996737,2255,2CXO J001544.3-391208,5,0.57884729170972,0.15769458341944
52,0.472658,Candidate_HMXB,162,3.951250718731501,-39.310972781804594,2255,2CXO J001548.3-391839,5,0.6029477824005098,0.2058955648010196
53,1.262354,EmG,163,3.9713369614663065,-0.9532674794749324,16228,2CXO J001553.1-005711,5,0.531615660508895,0.0632313210177898
54,1.678887,EmG,164,3.977730649821126,-27.378883146824634,5039,2CXO J001554.6-272243,2,0.5455976269384526,0.0911952538769053
55,1.056391,ClG,168,4.1294467513283735,79.28055258425788,4363,2CXO J001631.0+791649,5,0.5743841682937179,0.1487683365874358
57,1.056391,ClG,169,4.1294467513283735,79.28055258425788,3009,2CXO J001631.0+791649,5,0.5586927100344898,0.1173854200689796
59,0.793145,QSO,172,4.258715028061658,32.15586512014069,2987,2CXO J001702.0+320921,3,0.5537229119456308,0.1074458238912616
60,0.481906,AGN,175,4.5426525102209325,16.53983904897961,520,2CXO J001810.2+163223,3,0.5893644264184857,0.1787288528369715
61,1.263571,Radio,182,4.630590872356322,16.345084264772492,520,2CXO J001831.3+162042,3,0.5123963044097832,0.0247926088195664
64,0.30244,QSO,183,4.633406568946555,16.490426566789854,520,2CXO J001832.0+162925,2,0.5799529773242174,0.1599059546484347
65,0.258711,QSO,184,4.63933293214717,16.531578510154407,520,2CXO J001833.4+163153,3,0.4799052229705868,-0.0401895540588262
66,1.404712,AGN,186,4.690426378666189,16.56276776132533,520,2CXO J001845.7+163345,5,0.5193064776562092,0.0386129553124182
67,0.481527,EmG,187,4.71194402747426,-10.37676680848996,13823,2CXO J001850.8-102236,2,0.5526131713591204,0.1052263427182408
68,0.511425,QSO,190,4.749188501429217,16.44689881814072,520,2CXO J001859.8+162648,2,0.4796869393158881,-0.0406261213682237
69,0.514812,EB*,194,4.828250376335177,59.13892124560537,11084,2CXO J001918.7+590820,3,0.5319964580307752,0.0639929160615505
70,0.514812,EB*,195,4.828250376335177,59.13892124560537,11080,2CXO J001918.7+590820,4,0.7029254881092264,0.4058509762184527
71,0.514812,EB*,196,4.828250376335177,59.13892124560537,11081,2CXO J001918.7+590820,4,0.7318266748968402,0.4636533497936804
72,1.181636,Seyfert_1,198,4.976495803455521,15.961544994199,1595,2CXO J001954.3+155741,4,0.6969864660220095,0.3939729320440189
73,0.057751,Star,200,5.052812236061584,59.25037701500526,7082,2CXO J002012.6+591501,0,0.5057424257377326,0.0114848514754652
74,0.057751,Star,201,5.052812236061584,59.25037701500526,8458,2CXO J002012.6+591501,0,0.5882158953909888,0.1764317907819776
75,0.107517,Em*,203,5.087235066619144,59.2997766792234,3953,2CXO J002020.9+591759,0,0.5184148504323269,0.0368297008646539
78,0.11699,HMXB,214,5.121267209387213,59.281071023154105,7082,2CXO J002029.1+591651,1,0.5166147202994288,0.0332294405988575
86,0.11699,HMXB,215,5.121267209387213,59.281071023154105,8458,2CXO J002029.1+591651,1,0.5403771738955728,0.0807543477911455
94,0.11699,HMXB,216,5.121267209387213,59.281071023154105,11082,2CXO J002029.1+591651,1,0.5780991704442306,0.1561983408884614
102,0.424962,QSO,219,5.2783704866853896,0.9454791756845357,13014,2CXO J002106.8+005643,5,0.6350738864155328,0.2701477728310654
103,0.21637,QSO,222,5.3054123150529335,-2.021014236464896,3017,2CXO J002113.2-020115,3,0.5637475838067745,0.1274951676135488
104,0.218748,Seyfert_1,224,5.358290911081667,0.752874147674479,13014,2CXO J002125.9+004510,2,0.5029310810730184,0.0058621621460367
105,0.292164,QSO,226,5.420824365998669,0.6448880758490273,5649,2CXO J002140.9+003841,5,0.6102125095095366,0.2204250190190733
106,0.292164,QSO,227,5.420824365998669,0.6448880758490273,13014,2CXO J002140.9+003841,3,0.5706547352457932,0.1413094704915864
107,0.118618,Seyfert_1,228,5.541512595281802,0.2747925844235087,2252,2CXO J002209.9+001629,4,0.6320828834848147,0.2641657669696292
108,0.754749,X,229,5.595313808571916,0.1807672321410958,2252,2CXO J002222.8+001050,3,0.5829482443628902,0.1658964887257803
109,0.082634,QSO,230,5.632224616764404,0.4274785061329093,2252,2CXO J002231.7+002538,5,0.626530505805454,0.2530610116109079
111,0.215334,QSO,231,5.649851025917371,0.313959589183744,2252,2CXO J002235.9+001850,3,0.556781203853539,0.113562407707078
113,0.491239,QSO,235,5.688832604518211,0.4895249425053263,2252,2CXO J002245.3+002922,2,0.5445355324525741,0.0890710649051481
114,0.561272,QSO,236,5.703175347427191,0.2551895706246035,2252,2CXO J002248.7+001518,5,0.6039816316142677,0.2079632632285352
115,1.321061,Star,248,5.81729190193613,-72.12594059754775,2738,2CXO J002316.1-720733,5,0.5526360334300471,0.1052720668600942
116,1.321061,Star,249,5.81729190193613,-72.12594059754775,2735,2CXO J002316.1-720733,5,0.6094796031181979,0.2189592062363957
117,1.321061,Star,250,5.81729190193613,-72.12594059754775,2737,2CXO J002316.1-720733,5,0.604278111394373,0.208556222788746
118,1.321061,Star,251,5.81729190193613,-72.12594059754775,2736,2CXO J002316.1-720733,2,0.4808445210649785,-0.0383109578700429
119,0.507571,Star,252,5.832284730478534,9.348721402963433,14363,2CXO J002319.7+092055,2,0.551950493342759,0.103900986685518
120,2.042192,QSO,253,5.8753423336292485,0.3936331963696969,2252,2CXO J002330.0+002337,2,0.5164491763595715,0.0328983527191431
121,0.185372,AGN_Candidate,255,5.878169734633218,-72.34542654362319,955,2CXO J002330.7-722043,3,0.5199845620892831,0.0399691241785661
122,0.185372,AGN_Candidate,256,5.878169734633218,-72.34542654362319,953,2CXO J002330.7-722043,4,0.6708330070056095,0.3416660140112191
123,1.896104,X,262,5.9064812794403,4.283395703676384,7914,2CXO J002337.5+041700,3,0.6359674380146226,0.2719348760292452
124,0.360361,QSO,265,5.908970291315882,4.283417315405741,7914,2CXO J002338.1+041700,5,0.5894671100681773,0.1789342201363545
125,0.307754,QSO,266,5.926641821018279,0.3449695503456806,2252,2CXO J002342.3+002041,0,0.5571200056562853,0.1142400113125706
126,0.13632,LMXB,276,6.004075250301412,-72.08147449184482,956,2CXO J002400.9-720453,2,0.5125003846550557,0.0250007693101112
127,0.13632,LMXB,277,6.004075250301412,-72.08147449184482,955,2CXO J002400.9-720453,4,0.7339449728662446,0.4678899457324891
128,0.13632,LMXB,278,6.004075250301412,-72.08147449184482,953,2CXO J002400.9-720453,4,0.738519460224041,0.4770389204480819
129,0.13632,LMXB,279,6.004075250301412,-72.08147449184482,2736,2CXO J002400.9-720453,4,0.7266958215714322,0.4533916431428643
130,0.13632,LMXB,280,6.004075250301412,-72.08147449184482,2738,2CXO J002400.9-720453,4,0.7485798939183622,0.4971597878367244
131,0.13632,LMXB,281,6.004075250301412,-72.08147449184482,3386,2CXO J002400.9-720453,4,0.7557108497503839,0.5114216995007679
132,0.13632,LMXB,282,6.004075250301412,-72.08147449184482,2735,2CXO J002400.9-720453,4,0.7446173131441989,0.4892346262883976
133,0.13632,LMXB,283,6.004075250301412,-72.08147449184482,3385,2CXO J002400.9-720453,2,0.5712790806780315,0.1425581613560628
134,0.13632,LMXB,284,6.004075250301412,-72.08147449184482,2737,2CXO J002400.9-720453,4,0.7467839153291577,0.4935678306583154
135,0.160521,CataclyV*,293,6.008950570811123,-72.09502697522095,955,2CXO J002402.1-720542,2,0.5195092799735718,0.0390185599471434
137,0.160521,CataclyV*,294,6.008950570811123,-72.09502697522095,953,2CXO J002402.1-720542,2,0.533584534436724,0.0671690688734481
139,0.160521,CataclyV*,295,6.008950570811123,-72.09502697522095,2738,2CXO J002402.1-720542,3,0.497595505933452,-0.0048089881330959
141,0.195658,CataclyV*,301,6.011798331598811,-72.08033221072942,2737,2CXO J002402.8-720449,4,0.65942053039851,0.31884106079702
144,0.163688,EB*,304,6.014514211500057,-72.08481583638246,2737,2CXO J002403.4-720505,4,0.5429582605278256,0.0859165210556511
147,0.163688,EB*,305,6.014514211500057,-72.08481583638246,2738,2CXO J002403.4-720505,4,0.6884019860361349,0.3768039720722698
150,0.160396,LMXB,306,6.014684436261632,-72.08111634911197,956,2CXO J002403.5-720452,5,0.5705738076390503,0.1411476152781006
154,0.160396,LMXB,307,6.014684436261632,-72.08111634911197,78,2CXO J002403.5-720452,5,0.522302129602569,0.044604259205138
158,0.160396,LMXB,308,6.014684436261632,-72.08111634911197,953,2CXO J002403.5-720452,3,0.5962056689467811,0.192411337893562
162,0.160396,LMXB,309,6.014684436261632,-72.08111634911197,955,2CXO J002403.5-720452,3,0.4995626018917605,-0.0008747962164788681
166,0.160396,LMXB,310,6.014684436261632,-72.08111634911197,3384,2CXO J002403.5-720452,2,0.5418930306197186,0.0837860612394371
170,0.160396,LMXB,311,6.014684436261632,-72.08111634911197,2736,2CXO J002403.5-720452,2,0.5248512320805094,0.0497024641610189
174,0.160396,LMXB,312,6.014684436261632,-72.08111634911197,2737,2CXO J002403.5-720452,3,0.5260558814887134,0.0521117629774268
178,0.160396,LMXB,313,6.014684436261632,-72.08111634911197,2735,2CXO J002403.5-720452,5,0.6115358568290953,0.2230717136581905
182,0.160396,LMXB,314,6.014684436261632,-72.08111634911197,3385,2CXO J002403.5-720452,3,0.4937614637483248,-0.0124770725033503
186,0.160396,LMXB,315,6.014684436261632,-72.08111634911197,2738,2CXO J002403.5-720452,5,0.5705900555570322,0.1411801111140644
190,0.160396,LMXB,316,6.014684436261632,-72.08111634911197,3387,2CXO J002403.5-720452,2,0.5087138858024224,0.0174277716048447
194,0.160396,LMXB,317,6.014684436261632,-72.08111634911197,3386,2CXO J002403.5-720452,3,0.5094216582884343,0.0188433165768685
198,0.072278,CataclyV*,321,6.015749645639801,-72.07306388364992,2737,2CXO J002403.7-720423,2,0.5326310364481203,0.0652620728962406
199,0.0905,CataclyV*,328,6.01784253506969,-72.08276437373436,955,2CXO J002404.2-720457,2,0.4915180792206873,-0.0169638415586254
210,0.0905,CataclyV*,329,6.01784253506969,-72.08276437373436,953,2CXO J002404.2-720457,3,0.5334522395684974,0.0669044791369948
221,0.0905,CataclyV*,330,6.01784253506969,-72.08276437373436,78,2CXO J002404.2-720457,4,0.6186630757818903,0.2373261515637805
232,0.0905,CataclyV*,331,6.01784253506969,-72.08276437373436,2737,2CXO J002404.2-720457,4,0.6882418300714324,0.3764836601428646
243,0.0905,CataclyV*,332,6.01784253506969,-72.08276437373436,2735,2CXO J002404.2-720457,4,0.587940948132446,0.1758818962648919
254,0.0905,CataclyV*,333,6.01784253506969,-72.08276437373436,3387,2CXO J002404.2-720457,2,0.5587653783659112,0.1175307567318225
265,0.190395,X,335,6.020770554251953,-72.08095301892519,2737,2CXO J002404.9-720451,4,0.7216196150396977,0.4432392300793955
276,0.249213,CataclyV*,336,6.02058911963303,-72.08210333312535,2736,2CXO J002404.9-720455,1,0.5974299705569597,0.1948599411139193
286,0.249213,CataclyV*,337,6.02058911963303,-72.08210333312535,2738,2CXO J002404.9-720455,0,0.5529011850968378,0.1058023701936755
296,0.249213,CataclyV*,338,6.02058911963303,-72.08210333312535,2735,2CXO J002404.9-720455,0,0.5353755120074474,0.0707510240148947
306,0.249213,CataclyV*,339,6.02058911963303,-72.08210333312535,2737,2CXO J002404.9-720455,1,0.5996464930643063,0.1992929861286126
316,0.071553,CataclyV*,342,6.025116791691119,-72.08228266126895,2738,2CXO J002406.0-720456,5,0.558397632630566,0.1167952652611319
325,0.071553,CataclyV*,343,6.025116791691119,-72.08228266126895,2737,2CXO J002406.0-720456,5,0.5832793175603327,0.1665586351206653
334,0.113304,CataclyV*,346,6.026675631401758,-72.07863355014038,955,2CXO J002406.4-720443,4,0.7543729043676108,0.5087458087352217
344,0.113304,CataclyV*,347,6.026675631401758,-72.07863355014038,953,2CXO J002406.4-720443,4,0.7370895388445746,0.4741790776891491
354,0.113304,CataclyV*,348,6.026675631401758,-72.07863355014038,2737,2CXO J002406.4-720443,4,0.7276883939890355,0.4553767879780709
364,0.113304,CataclyV*,349,6.026675631401758,-72.07863355014038,2738,2CXO J002406.4-720443,4,0.7382312497074861,0.4764624994149722
374,0.219723,CataclyV*,351,6.029836561438685,-72.09607497435768,2737,2CXO J002407.1-720545,3,0.5788624159225373,0.1577248318450744
376,0.219723,CataclyV*,352,6.029836561438685,-72.09607497435768,2735,2CXO J002407.1-720545,5,0.5645342689486499,0.1290685378972997
378,0.125301,XB,356,6.0326124010993,-72.07823242533864,2738,2CXO J002407.8-720441,4,0.6690145014754244,0.3380290029508487
385,0.125301,XB,357,6.0326124010993,-72.07823242533864,2736,2CXO J002407.8-720441,4,0.5529015814397666,0.1058031628795332
392,0.146173,X,358,6.034720257866809,-72.07541651218435,2735,2CXO J002408.3-720431,4,0.6346852352736231,0.2693704705472461
399,0.146173,X,359,6.034720257866809,-72.07541651218435,2738,2CXO J002408.3-720431,4,0.5655391497733695,0.131078299546739
406,0.146173,X,360,6.034720257866809,-72.07541651218435,2737,2CXO J002408.3-720431,4,0.5429303051501131,0.085860610300226
413,0.077645,CataclyV*,361,6.044884553019074,-72.07382630961833,2738,2CXO J002410.7-720425,1,0.5113541091341565,0.0227082182683128
414,0.077645,CataclyV*,362,6.044884553019074,-72.07382630961833,2735,2CXO J002410.7-720425,1,0.5324258702044711,0.064851740408942
415,0.152796,CataclyV*,364,6.066288008464426,-72.07679239689979,2737,2CXO J002415.9-720436,4,0.5342302018373829,0.0684604036747658
417,0.152796,CataclyV*,365,6.066288008464426,-72.07679239689979,2736,2CXO J002415.9-720436,4,0.5708208717892699,0.1416417435785398
419,0.152796,CataclyV*,366,6.066288008464426,-72.07679239689979,2735,2CXO J002415.9-720436,4,0.5401973049905535,0.080394609981107
421,0.152796,CataclyV*,367,6.066288008464426,-72.07679239689979,2738,2CXO J002415.9-720436,4,0.6120081638653633,0.2240163277307265
423,0.115551,CataclyV*,368,6.070791153353753,-72.07423437130886,2736,2CXO J002416.9-720427,5,0.5654250609229432,0.1308501218458864
425,0.115551,CataclyV*,369,6.070791153353753,-72.07423437130886,2738,2CXO J002416.9-720427,3,0.5278885567136361,0.0557771134272722
427,0.115551,CataclyV*,370,6.070791153353753,-72.07423437130886,2735,2CXO J002416.9-720427,2,0.5603308208699436,0.1206616417398871
429,0.115551,CataclyV*,371,6.070791153353753,-72.07423437130886,2737,2CXO J002416.9-720427,2,0.6136786046642746,0.2273572093285492
431,1.3658,X,384,6.237721127286022,-72.11436430283084,953,2CXO J002457.0-720651,5,0.6124155210588988,0.2248310421177975
433,1.3658,X,385,6.237721127286022,-72.11436430283084,955,2CXO J002457.0-720651,5,0.5890612854334869,0.1781225708669737
435,1.3658,X,386,6.237721127286022,-72.11436430283084,2737,2CXO J002457.0-720651,5,0.526947538351997,0.0538950767039941
437,1.3658,X,387,6.237721127286022,-72.11436430283084,2736,2CXO J002457.0-720651,5,0.5819664837478287,0.1639329674956572
439,1.3658,X,388,6.237721127286022,-72.11436430283084,2735,2CXO J002457.0-720651,3,0.5107911920974675,0.021582384194935
441,1.3658,X,389,6.237721127286022,-72.11436430283084,2738,2CXO J002457.0-720651,3,0.5592030488316747,0.1184060976633493
443,1.225985,Star,398,6.332395641287462,-12.551077312189353,10797,2CXO J002519.7-123303,2,0.5995747006726887,0.1991494013453774
444,1.225985,Star,399,6.332395641287462,-12.551077312189353,3251,2CXO J002519.7-123303,4,0.69281415926876,0.3856283185375199
445,0.21455,EmG,424,6.629595714617437,17.17127831404432,929,2CXO J002631.1+171016,2,0.5675578680355519,0.1351157360711038
446,1.821039,X,426,6.691980991675109,17.20878845649242,929,2CXO J002646.0+171231,3,0.5189442156841916,0.0378884313683831
447,0.443848,QSO,432,6.759706655656089,4.858473117656697,2579,2CXO J002702.3+045130,3,0.5991604573853428,0.1983209147706857
448,0.397724,QSO,433,6.782466332658089,17.13075152170866,929,2CXO J002707.7+170750,5,0.5543975008174411,0.1087950016348821
449,0.908037,QSO,434,6.819012253211156,4.9354357797064,2579,2CXO J002716.5+045607,5,0.5859066338797725,0.1718132677595449
450,1.058392,QSO,435,6.855250918285321,4.908239017837865,2579,2CXO J002725.2+045429,2,0.5066365335616927,0.0132730671233853
451,0.135146,Radio,437,6.888848694820922,4.986609103048814,2579,2CXO J002733.3+045911,2,0.6116010757728584,0.2232021515457168
452,0.426198,Star,441,6.985839035596086,26.28102833849422,3249,2CXO J002756.6+261651,5,0.5317616635528071,0.063523327105614
453,0.426198,Star,442,6.985839035596086,26.28102833849422,14012,2CXO J002756.6+261651,2,0.5891173082708759,0.1782346165417518
454,1.423424,BLLac,447,7.1658485564240095,0.5946971020409552,4080,2CXO J002839.8+003540,2,0.5121876902586229,0.0243753805172458
455,0.883537,Seyfert_1,449,7.664594048628714,26.34895909695537,5762,2CXO J003039.5+262056,3,0.5228625930615893,0.0457251861231786
456,1.243829,QSO,456,8.232528627321926,39.772004981754186,9525,2CXO J003255.8+394619,5,0.6025111564838925,0.2050223129677851
457,0.56679,Seyfert_1,459,8.556875035197777,-21.43847308298893,2192,2CXO J003413.6-212618,4,0.5463460967976493,0.0926921935952987
458,2.414066,GinCl,461,8.613477534525373,-43.31595527814656,7017,2CXO J003427.2-431857,3,0.556012159856503,0.1120243197130059
461,0.321345,QSO,463,8.760421761463306,-43.5721330361927,7019,2CXO J003502.5-433419,5,0.6706149964455513,0.3412299928911027
462,0.089396,Seyfert_1,465,8.815032468651964,-43.56601183576064,7019,2CXO J003515.6-433357,4,0.6644113011057079,0.3288226022114158
463,0.089396,Seyfert_1,466,8.815032468651964,-43.56601183576064,7328,2CXO J003515.6-433357,5,0.6065136606636705,0.213027321327341
464,0.089396,Seyfert_1,467,8.815032468651964,-43.56601183576064,7018,2CXO J003515.6-433357,2,0.5692710681160762,0.1385421362321523
465,1.467829,EmG,468,8.871186821041363,-43.82507234242811,7018,2CXO J003529.0-434930,2,0.5874772262084514,0.1749544524169029
466,1.028879,GroupG,475,9.018400733479892,-43.17465118274547,11721,2CXO J003604.4-431028,0,0.6092491782796735,0.2184983565593469
467,0.244616,QSO,477,9.026826517609038,18.633136628772167,2551,2CXO J003606.4+183759,5,0.6284816591317717,0.2569633182635434
468,1.407844,QSO,479,9.11078088534839,-43.13903554410107,11721,2CXO J003626.5-430820,3,0.5726392376717959,0.1452784753435917
469,1.440835,AGN,483,9.20422283261246,-43.321787029568114,11721,2CXO J003649.0-431918,5,0.5597456377456675,0.1194912754913351
470,2.44311,AGN,484,9.208695368639953,-43.355677478205045,11721,2CXO J003650.0-432120,2,0.528354377045878,0.0567087540917559
471,1.548178,HMXB,485,9.2183116135123,-33.554280618539735,2019,2CXO J003652.3-333315,3,0.5260225559394958,0.0520451118789914
474,0.278665,HMXB,486,9.218465523552313,-33.55466145646854,2019,2CXO J003652.4-333316,3,0.5260225559394958,0.0520451118789914
478,0.278665,HMXB,487,9.218465523552313,-33.55466145646854,8175,2CXO J003652.4-333316,0,0.5137271919807304,0.0274543839614608
482,0.461424,HMXB,488,9.219569095341,-33.554724567563525,2019,2CXO J003652.6-333317,3,0.5260225559394958,0.0520451118789914
485,0.461424,HMXB,489,9.219569095341,-33.554724567563525,8175,2CXO J003652.6-333317,2,0.5163232397198348,0.0326464794396696
488,0.760382,Galaxy,490,9.2469495920883,-43.30688190405533,11721,2CXO J003659.2-431824,4,0.532425876766857,0.064851753533714
490,0.208698,ClG,494,9.267080303372891,-1.1523702619336278,2178,2CXO J003704.0-010908,0,0.54425437134029,0.0885087426805799
492,1.134953,AGN_Candidate,502,9.331591650110568,-33.83083568938723,9807,2CXO J003719.5-334951,5,0.5261225420918212,0.0522450841836422
493,0.300406,AGN_Candidate,506,9.370276665224251,-33.74509696315849,2019,2CXO J003728.8-334442,2,0.5064548945409654,0.0129097890819308
495,0.300406,AGN_Candidate,507,9.370276665224251,-33.74509696315849,9531,2CXO J003728.8-334442,5,0.6229742285368565,0.2459484570737128
497,0.636044,Galaxy,511,9.414154132259114,-33.51384625238912,9531,2CXO J003739.3-333049,2,0.544906949985996,0.0898138999719918
498,0.017717,HMXB,513,9.414126487260262,-33.723143960277014,9531,2CXO J003739.3-334323,0,0.5150414446575441,0.0300828893150881
499,0.246875,AGN_Candidate,515,9.440029053093554,-33.69778999085283,2019,2CXO J003745.6-334152,2,0.5687130417368862,0.1374260834737724
500,0.246875,AGN_Candidate,516,9.440029053093554,-33.69778999085283,9531,2CXO J003745.6-334152,3,0.5136471756412797,0.0272943512825593
501,0.197598,AGN_Candidate,520,9.447669315596327,-33.684554843925056,2019,2CXO J003747.4-334104,3,0.4907818137979047,-0.0184363724041905
502,0.197598,AGN_Candidate,521,9.447669315596327,-33.684554843925056,9807,2CXO J003747.4-334104,5,0.6349232257470748,0.2698464514941497
503,0.12552,X,523,9.455033104528638,-33.73461749341924,9531,2CXO J003749.2-334404,2,0.5551748389564349,0.1103496779128699
504,0.145081,X,524,9.45841936855834,-33.77806708405122,2019,2CXO J003750.0-334641,3,0.5297938331711909,0.0595876663423818
505,0.588808,X,527,9.480496689414394,-33.69974233368203,8175,2CXO J003755.3-334159,2,0.5559127165749199,0.1118254331498398
506,0.410253,X,528,9.4836151014415,-33.705903798683806,8175,2CXO J003756.0-334221,2,0.5559127165749199,0.1118254331498398
507,0.060426,AGN_Candidate,530,9.484673526610436,-33.70687310378422,9807,2CXO J003756.3-334224,5,0.6560884270672849,0.3121768541345696
508,0.060426,AGN_Candidate,531,9.484673526610436,-33.70687310378422,9531,2CXO J003756.3-334224,5,0.6591401274059182,0.3182802548118364
509,0.060426,AGN_Candidate,532,9.484673526610436,-33.70687310378422,8175,2CXO J003756.3-334224,2,0.5559127165749199,0.1118254331498398
510,0.169704,Star,536,9.50995330568827,-50.73391262308827,13493,2CXO J003802.3-504402,4,0.6348754152576132,0.2697508305152262
511,0.270025,Seyfert_1,545,9.585489426170623,-2.12798611236361,9292,2CXO J003820.5-020740,5,0.5844561019244932,0.1689122038489864
512,0.255769,Star,548,9.59983846342277,40.21389704707472,2046,2CXO J003823.9+401250,3,0.6005501651316059,0.2011003302632117
513,0.266309,Radio,560,9.827496719007344,3.3312845793068173,11389,2CXO J003918.5+031952,2,0.5055550719486671,0.0111101438973342
515,0.266309,Radio,561,9.827496719007344,3.3312845793068173,4053,2CXO J003918.5+031952,5,0.534644420267977,0.069288840535954
517,0.10387,AGN,578,9.92638335164736,-73.40778098494725,15506,2CXO J003942.3-732428,0,0.5094833886955282,0.0189667773910564
519,1.490985,Galaxy,580,9.937327806497365,3.518112424515848,11389,2CXO J003944.9+033105,4,0.640137933354559,0.2802758667091181
