,angDist,main_type,col1,ra.1,dec.1,obsid,name,cluster,silhouette_prob,silhouette
11912,0.320481,HMXB,3393,12.738287283501847,-73.16896739846578,2945,2CXO J005057.1-731008,0,0.5784481321183003,0.1568962642366005
11913,0.320481,HMXB,3394,12.738287283501847,-73.16896739846578,11095,2CXO J005057.1-731008,0,0.6004065863237934,0.2008131726475867
11914,0.320481,HMXB,3395,12.738287283501847,-73.16896739846578,11983,2CXO J005057.1-731008,0,0.5672395436798877,0.1344790873597754
11915,0.320481,HMXB,3396,12.738287283501847,-73.16896739846578,11097,2CXO J005057.1-731008,0,0.4921261432552474,-0.0157477134895052
11916,0.320481,HMXB,3397,12.738287283501847,-73.16896739846578,12211,2CXO J005057.1-731008,0,0.5097881724791271,0.0195763449582541
11917,0.320481,HMXB,3398,12.738287283501847,-73.16896739846578,12215,2CXO J005057.1-731008,0,0.6306070950166787,0.2612141900333573
11918,0.320481,HMXB,3399,12.738287283501847,-73.16896739846578,12212,2CXO J005057.1-731008,0,0.5679817186099733,0.1359634372199465
11919,0.320481,HMXB,3400,12.738287283501847,-73.16896739846578,12200,2CXO J005057.1-731008,0,0.5763113475956393,0.1526226951912785
11920,0.320481,HMXB,3401,12.738287283501847,-73.16896739846578,12210,2CXO J005057.1-731008,0,0.588219402707544,0.176438805415088
11921,0.320481,HMXB,3402,12.738287283501847,-73.16896739846578,11984,2CXO J005057.1-731008,1,0.6460100348938767,0.2920200697877533
11922,0.320481,HMXB,3403,12.738287283501847,-73.16896739846578,12208,2CXO J005057.1-731008,0,0.5546636420189349,0.1093272840378699
11923,0.320481,HMXB,3404,12.738287283501847,-73.16896739846578,11980,2CXO J005057.1-731008,0,0.5358106244370191,0.0716212488740382
11924,0.320481,HMXB,3405,12.738287283501847,-73.16896739846578,11982,2CXO J005057.1-731008,0,0.5617051670185544,0.1234103340371088
11925,0.320481,HMXB,3406,12.738287283501847,-73.16896739846578,12216,2CXO J005057.1-731008,1,0.539025426242173,0.0780508524843459
11926,0.320481,HMXB,3407,12.738287283501847,-73.16896739846578,11981,2CXO J005057.1-731008,0,0.5451429759541716,0.0902859519083432
11927,0.970607,Star,3412,12.84247561809724,47.69612778834672,2056,2CXO J005122.1+474146,3,0.5384503401844201,0.0769006803688401
11928,0.69688,RotV*,3413,12.849430019759213,85.30107250017693,14939,2CXO J005123.8+851803,4,0.7487179900475449,0.4974359800950899
11930,0.53221,AGN_Candidate,3417,12.931495232267425,-73.06867682589039,15503,2CXO J005143.5-730407,1,0.5104356984914393,0.0208713969828786
11931,0.326063,HMXB,3420,12.966978554138509,-73.17621813014182,8481,2CXO J005152.0-731034,0,0.4756997860315685,-0.048600427936863
11932,0.326063,HMXB,3421,12.966978554138509,-73.17621813014182,7156,2CXO J005152.0-731034,5,0.542158586891773,0.0843171737835459
11933,0.326063,HMXB,3422,12.966978554138509,-73.17621813014182,8479,2CXO J005152.0-731034,5,0.5538907363956663,0.1077814727913327
11934,0.326063,HMXB,3423,12.966978554138509,-73.17621813014182,12216,2CXO J005152.0-731034,0,0.4817111186968414,-0.036577762606317
11935,0.326063,HMXB,3424,12.966978554138509,-73.17621813014182,11984,2CXO J005152.0-731034,0,0.4847280349504982,-0.0305439300990036
11936,0.326063,HMXB,3425,12.966978554138509,-73.17621813014182,12211,2CXO J005152.0-731034,2,0.5377147180022617,0.0754294360045232
11937,0.326063,HMXB,3426,12.966978554138509,-73.17621813014182,12200,2CXO J005152.0-731034,0,0.5071895990910277,0.0143791981820554
11938,0.326063,HMXB,3427,12.966978554138509,-73.17621813014182,11981,2CXO J005152.0-731034,3,0.5673936029283638,0.1347872058567277
11939,0.326063,HMXB,3428,12.966978554138509,-73.17621813014182,12215,2CXO J005152.0-731034,0,0.4957542108333942,-0.0084915783332115
11940,0.326063,HMXB,3429,12.966978554138509,-73.17621813014182,12212,2CXO J005152.0-731034,2,0.5402061756584835,0.080412351316967
11941,0.326063,HMXB,3430,12.966978554138509,-73.17621813014182,11095,2CXO J005152.0-731034,0,0.4776402186009253,-0.0447195627981492
11942,0.326063,HMXB,3431,12.966978554138509,-73.17621813014182,11982,2CXO J005152.0-731034,0,0.4972602292777907,-0.0054795414444184
11943,0.326063,HMXB,3432,12.966978554138509,-73.17621813014182,11096,2CXO J005152.0-731034,1,0.5177415458758463,0.0354830917516926
11944,0.326063,HMXB,3433,12.966978554138509,-73.17621813014182,12208,2CXO J005152.0-731034,3,0.5221068363394284,0.0442136726788568
11945,0.326063,HMXB,3434,12.966978554138509,-73.17621813014182,11983,2CXO J005152.0-731034,2,0.5564329028272315,0.1128658056544629
11946,0.326063,HMXB,3435,12.966978554138509,-73.17621813014182,11985,2CXO J005152.0-731034,5,0.5869236270247836,0.1738472540495671
11947,0.326063,HMXB,3436,12.966978554138509,-73.17621813014182,12210,2CXO J005152.0-731034,5,0.5797658437409844,0.1595316874819688
11948,0.326063,HMXB,3437,12.966978554138509,-73.17621813014182,11980,2CXO J005152.0-731034,5,0.5872937747651313,0.1745875495302626
11949,0.326063,HMXB,3438,12.966978554138509,-73.17621813014182,12217,2CXO J005152.0-731034,2,0.5202813487810509,0.0405626975621017
11950,0.326063,HMXB,3439,12.966978554138509,-73.17621813014182,11097,2CXO J005152.0-731034,5,0.5858067611889437,0.1716135223778875
11951,1.681105,QSO,3440,12.995925092103676,-26.623200033151853,3777,2CXO J005159.0-263723,3,0.5131740262873471,0.0263480525746942
11952,1.783726,Star,3441,13.003217371720725,56.60172468005714,5424,2CXO J005200.7+563606,4,0.5989014100719692,0.1978028201439382
11953,0.59728,HMXB,3444,13.023399148720102,-72.43434304074268,2947,2CXO J005205.6-722603,0,0.5770745912171421,0.1541491824342842
11954,0.494333,HMXB,3447,13.037122068645148,-72.63437465656841,2946,2CXO J005208.9-723803,0,0.5936336411073905,0.187267282214781
11955,0.237487,HMXB,3449,13.058538519866772,-73.32191046786595,8479,2CXO J005214.0-731918,0,0.5138497722986026,0.0276995445972053
11956,0.237487,HMXB,3450,13.058538519866772,-73.32191046786595,7156,2CXO J005214.0-731918,0,0.5289858905482931,0.0579717810965861
11957,0.237487,HMXB,3451,13.058538519866772,-73.32191046786595,3907,2CXO J005214.0-731918,3,0.5308809549381214,0.0617619098762428
11958,0.199244,Star,3453,13.061293274175,47.61711984813594,2055,2CXO J005214.7+473701,2,0.5554940511727591,0.1109881023455181
11959,0.198805,Candidate_Be*,3454,13.064014019040483,-73.32093577628255,8479,2CXO J005215.3-731915,0,0.5138497722986026,0.0276995445972053
11960,0.198805,Candidate_Be*,3455,13.064014019040483,-73.32093577628255,7156,2CXO J005215.3-731915,0,0.5289858905482931,0.0579717810965861
11961,0.198805,Candidate_Be*,3456,13.064014019040483,-73.32093577628255,3907,2CXO J005215.3-731915,3,0.5308809549381214,0.0617619098762428
11962,1.925907,X,3461,13.12818956940538,-26.555396826982594,3777,2CXO J005230.7-263319,5,0.5617086523135846,0.123417304627169
11963,0.107046,Star,3462,13.169177127891714,56.59726991895199,7206,2CXO J005240.6+563550,0,0.5484009545340311,0.0968019090680622
11964,0.79452,AGN_Candidate,3464,13.175986059593528,-72.78881512658859,14669,2CXO J005242.2-724719,0,0.5095670081948532,0.0191340163897064
11965,0.79452,AGN_Candidate,3465,13.175986059593528,-72.78881512658859,14672,2CXO J005242.2-724719,0,0.554546639252903,0.1090932785058061
11966,0.79452,AGN_Candidate,3466,13.175986059593528,-72.78881512658859,15505,2CXO J005242.2-724719,0,0.5583561560475493,0.1167123120950985
11967,1.851801,X,3467,13.186226449504147,-26.580099805508425,3777,2CXO J005244.6-263448,0,0.5544764738257375,0.1089529476514749
11968,0.239961,HMXB,3473,13.217736177936104,-72.2874800221016,7155,2CXO J005252.2-721714,0,0.521724822605528,0.043449645211056
11969,0.239961,HMXB,3474,13.217736177936104,-72.2874800221016,7327,2CXO J005252.2-721714,1,0.5374159553297435,0.0748319106594869
11970,0.285564,QSO,3476,13.2475389238042,-26.420016258829893,3777,2CXO J005259.4-262512,3,0.589716023420684,0.179432046841368
11971,0.141835,HMXB,3478,13.349516327421156,-72.45431441983708,7327,2CXO J005323.8-722715,0,0.5443155290715288,0.0886310581430577
11972,0.141835,HMXB,3479,13.349516327421156,-72.45431441983708,7155,2CXO J005323.8-722715,1,0.5595699222917667,0.1191398445835333
11973,0.490051,X,3482,13.382054763408972,-72.37799105811594,7155,2CXO J005331.6-722240,3,0.5333455895916642,0.0666911791833285
11975,0.490051,X,3483,13.382054763408972,-72.37799105811594,7327,2CXO J005331.6-722240,2,0.5659461463703505,0.131892292740701
11977,0.851577,X,3485,13.475269576063797,-72.87373437234479,14669,2CXO J005354.0-725225,0,0.5142680771259693,0.0285361542519385
11978,0.839562,X,3488,13.560244567032612,-37.4941225356656,12238,2CXO J005414.4-372938,5,0.5520348112501556,0.1040696225003112
11979,1.371132,PM*,3489,13.620771574789616,-72.51858342257847,7155,2CXO J005428.9-723106,4,0.7526192713144554,0.5052385426289108
11980,1.371132,PM*,3490,13.620771574789616,-72.51858342257847,14668,2CXO J005428.9-723106,4,0.7584816886813585,0.5169633773627169
11981,0.77265,AGN_Candidate,3491,13.631780555606383,-72.30299029856756,15504,2CXO J005431.6-721810,5,0.5681944556078624,0.1363889112157247
11982,0.249835,AGN_Candidate,3492,13.654933418146754,-72.44382635041453,7155,2CXO J005437.1-722637,2,0.5302621782312237,0.0605243564624473
11984,0.249835,AGN_Candidate,3493,13.654933418146754,-72.44382635041453,7327,2CXO J005437.1-722637,5,0.5897016068336447,0.1794032136672894
11986,0.067614,X,3495,13.709727452593825,-37.64707225205568,12238,2CXO J005450.3-373849,1,0.5869588781301681,0.1739177562603363
11989,0.034652,HMXB,3496,13.732883385374691,-72.75304208658802,2946,2CXO J005455.8-724510,0,0.5757427656190761,0.1514855312381523
11990,0.034652,HMXB,3497,13.732883385374691,-72.75304208658802,15502,2CXO J005455.8-724510,0,0.5270134770390981,0.054026954078196
11991,0.034652,HMXB,3498,13.732883385374691,-72.75304208658802,14669,2CXO J005455.8-724510,1,0.6580606014457026,0.3161212028914051
11992,0.218966,HMXB,3500,13.734239330962907,-72.44665802315016,7327,2CXO J005456.2-722647,1,0.6016153084659879,0.2032306169319757
11993,0.274087,QSO,3501,13.74375618676322,26.14503096891832,3233,2CXO J005458.5+260842,2,0.5737061051030405,0.147412210206081
11994,0.97084,ULX?,3502,13.755950469909408,-35.31941883967334,5784,2CXO J005501.4-351909,0,0.5301142004468521,0.0602284008937041
11995,0.658503,AGN,3503,13.787986297610304,26.45398592784649,3233,2CXO J005509.1+262714,0,0.5667737250350992,0.1335474500701984
11996,0.305618,AGN,3506,13.799128921014187,-72.62460929203056,15501,2CXO J005511.7-723728,4,0.5298178108034646,0.059635621606929
11997,0.371846,HMXB,3509,13.826807475689748,-72.64783925143004,14668,2CXO J005518.4-723852,1,0.6433821519153535,0.2867643038307071
11998,0.222643,HMXB,3511,13.865414745425142,-72.18300211840183,2948,2CXO J005527.6-721058,2,0.5586351550596117,0.1172703101192233
11999,0.222643,HMXB,3512,13.865414745425142,-72.18300211840183,13773,2CXO J005527.6-721058,2,0.5145502711845025,0.029100542369005
5000,0.276268,QSO,3516,13.894191011329896,-72.4762858839029,14671,2CXO J005534.6-722834,5,0.5985953565553778,0.1971907131107556
5001,0.276268,QSO,3517,13.894191011329896,-72.4762858839029,14668,2CXO J005534.6-722834,5,0.6085748784894567,0.2171497569789133
5002,0.278615,HMXB,3518,13.89629996501111,-72.48524292332739,15501,2CXO J005535.1-722906,1,0.5100041292397258,0.0200082584794516
5003,0.085407,AGN,3524,13.964537156138874,-73.51948014794473,5499,2CXO J005551.4-733110,5,0.5643435187536551,0.1286870375073102
5004,0.056091,Candidate_RSG*,3525,13.975191096980552,-72.70029355743733,14668,2CXO J005554.0-724201,4,0.7585918164765847,0.5171836329531694
5005,0.423876,QSO,3528,13.980975953614347,26.255080396213877,13458,2CXO J005555.4+261518,2,0.5364652060524737,0.0729304121049473
5006,0.423876,QSO,3529,13.980975953614347,26.255080396213877,13459,2CXO J005555.4+261518,5,0.6030656286463776,0.206131257292755
5007,0.309181,QSO,3533,14.026777385268474,-1.3329782934640573,7918,2CXO J005606.4-011958,2,0.6109622886697812,0.2219245773395624
5008,0.464429,GinCl,3539,14.047731694932963,26.460403208698686,13459,2CXO J005611.4+262737,0,0.5856462102249328,0.1712924204498655
5009,0.089833,HMXB,3541,14.061031441228124,-72.63207281980995,14668,2CXO J005614.6-723755,1,0.6290199232520594,0.2580398465041187
5010,0.489274,Galaxy,3543,14.089419377683896,26.346614721409345,13459,2CXO J005621.4+262047,3,0.5468021107306703,0.0936042214613406
5011,0.080452,RadioG,3544,14.106619489518836,-1.2625156717687074,7918,2CXO J005625.5-011545,5,0.5400219425995212,0.0800438851990422
5012,0.09272,AGN_Candidate,3548,14.155923418958023,-1.1882548485125406,7918,2CXO J005637.4-011117,5,0.6173763967888745,0.2347527935777488
5013,0.853015,AGN_Candidate,3549,14.173313379725755,-72.34072782069748,1881,2CXO J005641.5-722026,3,0.5296759259770748,0.0593518519541495
5014,0.219163,AGN_Candidate,3550,14.21889568210412,-72.20109814916886,1881,2CXO J005652.5-721203,5,0.5599222480541884,0.1198444961083769
5015,0.044113,AGN,3554,14.332556578491904,-72.42614230429513,13773,2CXO J005719.8-722534,3,0.6091499436926742,0.2182998873853483
5016,0.044113,AGN,3555,14.332556578491904,-72.42614230429513,2948,2CXO J005719.8-722534,0,0.4872592961655966,-0.0254814076688067
5017,0.044113,AGN,3556,14.332556578491904,-72.42614230429513,14671,2CXO J005719.8-722534,2,0.550625214846755,0.1012504296935098
5018,0.044113,AGN,3557,14.332556578491904,-72.42614230429513,15501,2CXO J005719.8-722534,3,0.5228444880603934,0.0456889761207868
5019,0.044113,AGN,3558,14.332556578491904,-72.42614230429513,1881,2CXO J005719.8-722534,1,0.5238295632723239,0.0476591265446477
5020,1.303544,AGN_Candidate,3559,14.338041662461537,-72.40174832284207,1881,2CXO J005721.1-722406,2,0.5173669084206477,0.0347338168412953
5021,0.186439,HMXB,3561,14.349829595872222,-72.39911712809666,15504,2CXO J005723.9-722356,1,0.6160591524152457,0.2321183048304912
5022,0.186439,HMXB,3562,14.349829595872222,-72.39911712809666,1881,2CXO J005723.9-722356,2,0.5173669084206477,0.0347338168412953
5023,0.487146,HMXB,3563,14.362974101570614,-73.42209361204404,5499,2CXO J005727.1-732519,1,0.6136567585688514,0.2273135171377027
5024,0.089029,AGN_Candidate,3565,14.38644213152952,-72.21727141283039,14671,2CXO J005732.7-721302,3,0.5513513633082007,0.1027027266164013
5025,0.089029,AGN_Candidate,3566,14.38644213152952,-72.21727141283039,15504,2CXO J005732.7-721302,3,0.5796774795415633,0.1593549590831267
5026,0.08636,HMXB,3568,14.399993569613455,-72.32611697805403,13773,2CXO J005735.9-721934,1,0.6760979857322281,0.3521959714644562
5027,0.08636,HMXB,3569,14.399993569613455,-72.32611697805403,15504,2CXO J005735.9-721934,1,0.6839715785266309,0.3679431570532618
5028,0.08636,HMXB,3570,14.399993569613455,-72.32611697805403,1881,2CXO J005735.9-721934,1,0.6203185084750757,0.2406370169501516
5029,0.154837,QSO,3571,14.401871470617436,30.398834624171293,4156,2CXO J005736.4+302355,2,0.6039043763716663,0.2078087527433325
5030,0.143608,LINER,3572,14.453726588203892,30.352443574326607,4156,2CXO J005748.8+302108,0,0.5854364574837834,0.1708729149675667
5031,0.149476,HMXB,3575,14.459945477577776,-72.13230068202681,1881,2CXO J005750.3-720756,0,0.5458328579508591,0.0916657159017182
5032,0.441756,Star,3578,14.49370889532446,-72.3746470917098,14671,2CXO J005758.4-722228,0,0.6235118986680276,0.2470237973360551
5034,0.441756,Star,3579,14.49370889532446,-72.3746470917098,15504,2CXO J005758.4-722228,1,0.520281190646279,0.0405623812925578
5036,0.383514,QSO,3580,14.495506849887704,26.89019478210046,6830,2CXO J005758.9+265324,5,0.5750249746035083,0.1500499492070166
5037,0.262506,Star,3581,14.499703239978205,-27.3572855149944,2245,2CXO J005759.9-272126,4,0.6972574576888915,0.394514915377783
5038,0.107549,QSO,3585,14.560916906148918,26.947886500199346,6830,2CXO J005814.6+265652,2,0.5635656711283907,0.1271313422567814
5039,0.479864,X,3586,14.57019214616696,-72.30166113005507,13773,2CXO J005816.8-721805,0,0.5232332638421393,0.0464665276842785
5040,0.479864,X,3587,14.57019214616696,-72.30166113005507,15504,2CXO J005816.8-721805,0,0.5142070243661343,0.0284140487322685
5041,0.118274,QSO,3588,14.571176262768743,26.922996460518977,6830,2CXO J005817.0+265522,5,0.6102709940289205,0.2205419880578409
5042,0.076093,RadioG,3589,14.594297139308368,26.866280452033816,6830,2CXO J005822.6+265158,3,0.5296747407463638,0.0593494814927274
5044,0.439806,X,3591,14.595465144684226,-27.670591579409194,2247,2CXO J005822.9-274014,2,0.5289674155120274,0.0579348310240548
5046,0.449361,YSO,3593,14.626403590471284,-72.1447840497155,1881,2CXO J005830.3-720841,0,0.4832164783990321,-0.0335670432019357
5048,1.768379,AGN_Candidate,3596,14.656819961211283,-72.05658822458885,1881,2CXO J005837.6-720323,5,0.6273701812044282,0.2547403624088564
5049,1.283032,QSO,3600,14.715542010251284,26.9313650496969,6830,2CXO J005851.7+265552,2,0.5537874871011482,0.1075749742022964
5050,1.156296,QSO,3602,14.737300220615452,26.95394233774744,6830,2CXO J005856.9+265714,0,0.5491534078020255,0.0983068156040509
5051,0.19112,QSO_Candidate,3604,14.754456432248446,-72.22496250063911,1881,2CXO J005901.0-721329,0,0.5314681642439953,0.0629363284879906
5054,0.19112,QSO_Candidate,3605,14.754456432248446,-72.22496250063911,13773,2CXO J005901.0-721329,0,0.4893587882639676,-0.0212824234720646
5057,0.439187,AGN_Candidate,3606,14.764299298292483,-72.20668024475692,1881,2CXO J005903.4-721224,0,0.4899977917351588,-0.0200044165296824
5059,0.101821,Seyfert_1,3608,14.772979254967026,0.1143670871278983,2179,2CXO J005905.5+000651,5,0.5153324946299725,0.0306649892599451
5060,0.903049,QSO,3610,14.82677231308628,-1.025723661692939,16227,2CXO J005918.4-010132,3,0.6357285550613884,0.2714571101227768
5061,0.044275,WR*,3619,14.86079839029088,-72.1649712303161,13773,2CXO J005926.5-720953,5,0.5641976493332254,0.1283952986664508
5063,0.394635,AGN_Candidate,3620,14.896092502691031,-72.03636757368444,1881,2CXO J005935.0-720210,3,0.6101015601113899,0.2202031202227798
5064,0.581398,ULX,3624,14.960671720454854,-7.582798225985778,12979,2CXO J005950.5-073458,0,0.4729682192771098,-0.0540635614457803
5065,0.349,QSO,3626,15.039129381500343,-33.625504707867634,9555,2CXO J010009.3-333731,5,0.5139937071598396,0.0279874143196792
5067,0.215005,HMXB,3632,15.06556372809206,-72.0786664711538,1881,2CXO J010015.7-720443,3,0.5784069771132977,0.1568139542265953
5068,0.126105,V*,3650,15.136823472582364,-33.64235626610737,9555,2CXO J010032.8-333832,4,0.5936114878121705,0.1872229756243411
5069,0.327598,IG,3654,15.145687736604714,-47.86775541668248,13898,2CXO J010034.9-475203,0,0.5884378464462598,0.1768756928925197
5070,1.432592,AGN_Candidate,3656,15.156772593778328,-72.7448200615949,11821,2CXO J010037.6-724441,5,0.6383436226579229,0.2766872453158457
5071,0.311767,Star,3661,15.17934083559402,-72.19270093605508,445,2CXO J010043.0-721133,5,0.5646979687678458,0.1293959375356916
5083,0.311767,Star,3662,15.17934083559402,-72.19270093605508,1543,2CXO J010043.0-721133,2,0.5054922292640643,0.0109844585281287
5095,0.311767,Star,3663,15.17934083559402,-72.19270093605508,444,2CXO J010043.0-721133,5,0.6030042256687471,0.2060084513374943
5107,0.311767,Star,3664,15.17934083559402,-72.19270093605508,6054,2CXO J010043.0-721133,2,0.503664663975256,0.007329327950512
5119,0.311767,Star,3665,15.17934083559402,-72.19270093605508,3524,2CXO J010043.0-721133,2,0.5011327918359708,0.0022655836719415
5131,0.311767,Star,3666,15.17934083559402,-72.19270093605508,4620,2CXO J010043.0-721133,3,0.5541562975131078,0.1083125950262155
5143,0.311767,Star,3667,15.17934083559402,-72.19270093605508,1542,2CXO J010043.0-721133,3,0.5095278405989329,0.0190556811978657
5155,0.311767,Star,3668,15.17934083559402,-72.19270093605508,2862,2CXO J010043.0-721133,2,0.5121483042926361,0.0242966085852722
5167,0.311767,Star,3669,15.17934083559402,-72.19270093605508,5140,2CXO J010043.0-721133,5,0.5730542534104105,0.146108506820821
5179,0.311767,Star,3670,15.17934083559402,-72.19270093605508,140,2CXO J010043.0-721133,5,0.6277970988984058,0.2555941977968116
5191,0.311767,Star,3671,15.17934083559402,-72.19270093605508,5138,2CXO J010043.0-721133,2,0.5007811302410335,0.001562260482067
5203,0.311767,Star,3672,15.17934083559402,-72.19270093605508,5137,2CXO J010043.0-721133,5,0.5880445327018099,0.1760890654036198
5215,1.118271,Radio,3691,15.250277081020217,-22.05915537569702,13445,2CXO J010100.0-220332,3,0.4949845413801894,-0.0100309172396211
5216,1.118271,Radio,3692,15.250277081020217,-22.05915537569702,14345,2CXO J010100.0-220332,2,0.5700586187582223,0.1401172375164446
5217,0.061702,HMXB,3696,15.26208676998118,-72.11638403367051,420,2CXO J010102.9-720658,0,0.5882146190747995,0.1764292381495991
5218,0.061702,HMXB,3697,15.26208676998118,-72.11638403367051,5151,2CXO J010102.9-720658,0,0.5394708381104472,0.0789416762208943
5219,0.061702,HMXB,3698,15.26208676998118,-72.11638403367051,1881,2CXO J010102.9-720658,0,0.5032837687862836,0.006567537572567
5220,0.89816,AGN_Candidate,3700,15.267534750932612,-72.16835415935238,1881,2CXO J010104.2-721006,4,0.7223978295084956,0.4447956590169913
5221,1.228561,Radio,3702,15.270802786719798,-33.79254704745901,9555,2CXO J010104.9-334733,2,0.5583582243630147,0.1167164487260295
5224,1.644913,QSO,3714,15.316867579507855,-33.79232284226838,9555,2CXO J010116.0-334732,2,0.5156780657583089,0.0313561315166178
5226,0.031338,HMXB,3720,15.33608305791347,-72.18859448950516,420,2CXO J010120.6-721118,0,0.5286699842891353,0.0573399685782704
5227,0.031338,HMXB,3721,15.33608305791347,-72.18859448950516,444,2CXO J010120.6-721118,1,0.6271567868040235,0.2543135736080469
5228,0.031338,HMXB,3722,15.33608305791347,-72.18859448950516,445,2CXO J010120.6-721118,1,0.6267159383534237,0.2534318767068473
5229,0.031338,HMXB,3723,15.33608305791347,-72.18859448950516,1317,2CXO J010120.6-721118,1,0.618329317238877,0.2366586344777538
5230,0.031338,HMXB,3724,15.33608305791347,-72.18859448950516,1543,2CXO J010120.6-721118,0,0.5091480181464249,0.0182960362928496
5231,0.031338,HMXB,3725,15.33608305791347,-72.18859448950516,140,2CXO J010120.6-721118,0,0.5826293944356199,0.1652587888712398
5232,0.031338,HMXB,3726,15.33608305791347,-72.18859448950516,2864,2CXO J010120.6-721118,0,0.5721301064445667,0.1442602128891335
5233,0.031338,HMXB,3727,15.33608305791347,-72.18859448950516,1535,2CXO J010120.6-721118,0,0.567298889768578,0.134597779537156
5234,0.16558,QSO,3735,15.406363574661723,-72.07196170929927,2858,2CXO J010137.5-720419,3,0.5000710215044119,0.00014204300882370127
5235,0.16558,QSO,3736,15.406363574661723,-72.07196170929927,2857,2CXO J010137.5-720419,5,0.6036778106104971,0.2073556212209941
5236,0.16558,QSO,3737,15.406363574661723,-72.07196170929927,2863,2CXO J010137.5-720419,3,0.498023228843613,-0.003953542312774
5237,0.16558,QSO,3738,15.406363574661723,-72.07196170929927,5138,2CXO J010137.5-720419,2,0.5634975691002264,0.1269951382004527
5238,0.16558,QSO,3739,15.406363574661723,-72.07196170929927,5137,2CXO J010137.5-720419,3,0.5021682644999911,0.0043365289999821
5239,0.16558,QSO,3740,15.406363574661723,-72.07196170929927,3538,2CXO J010137.5-720419,5,0.6397707144358575,0.279541428871715
5240,0.16558,QSO,3741,15.406363574661723,-72.07196170929927,3540,2CXO J010137.5-720419,5,0.6508878875239763,0.3017757750479527
5241,0.16558,QSO,3742,15.406363574661723,-72.07196170929927,6054,2CXO J010137.5-720419,5,0.5590595555045749,0.1181191110091497
5242,0.16558,QSO,3743,15.406363574661723,-72.07196170929927,420,2CXO J010137.5-720419,5,0.6117793161233559,0.2235586322467117
5243,0.16558,QSO,3744,15.406363574661723,-72.07196170929927,5144,2CXO J010137.5-720419,2,0.5345307416237531,0.0690614832475062
5244,0.16558,QSO,3745,15.406363574661723,-72.07196170929927,3539,2CXO J010137.5-720419,3,0.5046384869994301,0.0092769739988603
5245,0.16558,QSO,3746,15.406363574661723,-72.07196170929927,3536,2CXO J010137.5-720419,3,0.5594532359468275,0.118906471893655
5246,0.16558,QSO,3747,15.406363574661723,-72.07196170929927,6747,2CXO J010137.5-720419,5,0.5351271383481553,0.0702542766963106
5247,0.16558,QSO,3748,15.406363574661723,-72.07196170929927,6053,2CXO J010137.5-720419,3,0.6208455911047095,0.241691182209419
5248,0.16558,QSO,3749,15.406363574661723,-72.07196170929927,6748,2CXO J010137.5-720419,5,0.5965923994343716,0.1931847988687431
5249,0.16558,QSO,3750,15.406363574661723,-72.07196170929927,6042,2CXO J010137.5-720419,2,0.5832086615288378,0.1664173230576754
5250,0.16558,QSO,3751,15.406363574661723,-72.07196170929927,6764,2CXO J010137.5-720419,5,0.5768070491760013,0.1536140983520028
5251,0.16558,QSO,3752,15.406363574661723,-72.07196170929927,3520,2CXO J010137.5-720419,5,0.5495366710922767,0.0990733421845533
5252,0.16558,QSO,3753,15.406363574661723,-72.07196170929927,6759,2CXO J010137.5-720419,5,0.6085436076780051,0.21708721535601
5253,0.16558,QSO,3754,15.406363574661723,-72.07196170929927,5130,2CXO J010137.5-720419,5,0.6522450444624261,0.3044900889248522
5254,0.16558,QSO,3755,15.406363574661723,-72.07196170929927,5131,2CXO J010137.5-720419,2,0.5857644711415496,0.1715289422830992
5255,0.16558,QSO,3756,15.406363574661723,-72.07196170929927,6757,2CXO J010137.5-720419,3,0.5264738550155311,0.0529477100310622
5256,0.16558,QSO,3757,15.406363574661723,-72.07196170929927,3519,2CXO J010137.5-720419,5,0.5598653486694463,0.1197306973388924
5257,0.16558,QSO,3758,15.406363574661723,-72.07196170929927,3524,2CXO J010137.5-720419,2,0.5222982951864155,0.044596590372831
5258,0.16558,QSO,3759,15.406363574661723,-72.07196170929927,6060,2CXO J010137.5-720419,4,0.5473393129572928,0.0946786259145854
5259,0.16558,QSO,3760,15.406363574661723,-72.07196170929927,6754,2CXO J010137.5-720419,5,0.6529052230140779,0.3058104460281557
5260,0.16558,QSO,3761,15.406363574661723,-72.07196170929927,8361,2CXO J010137.5-720419,3,0.5535503587168062,0.1071007174336126
5261,0.16558,QSO,3762,15.406363574661723,-72.07196170929927,2860,2CXO J010137.5-720419,5,0.5358948018118765,0.0717896036237531
5262,0.16558,QSO,3763,15.406363574661723,-72.07196170929927,2864,2CXO J010137.5-720419,5,0.5591997099382706,0.1183994198765413
5263,0.16558,QSO,3764,15.406363574661723,-72.07196170929927,2861,2CXO J010137.5-720419,5,0.5460039325803764,0.0920078651607528
5264,0.16558,QSO,3765,15.406363574661723,-72.07196170929927,2859,2CXO J010137.5-720419,5,0.5401087212036958,0.0802174424073916
5265,0.16558,QSO,3766,15.406363574661723,-72.07196170929927,5149,2CXO J010137.5-720419,5,0.522100020770884,0.044200041541768
5266,0.16558,QSO,3767,15.406363574661723,-72.07196170929927,6052,2CXO J010137.5-720419,3,0.5351647380032585,0.0703294760065169
5267,0.16558,QSO,3768,15.406363574661723,-72.07196170929927,5134,2CXO J010137.5-720419,3,0.6075707025700279,0.2151414051400557
5268,0.16558,QSO,3769,15.406363574661723,-72.07196170929927,5151,2CXO J010137.5-720419,5,0.5909533750938102,0.1819067501876203
