col1,name_1,obsid,region_id,theta,ra,dec,significance,likelihood,src_area_b,flux_aper_b,hard_hm,hard_hs,hard_ms,powlaw_gamma,bb_kt,var_prob_b,var_sigma_b,var_mean_b,var_min_b,var_max_b,var_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s,ks_prob_b,ks_prob_h,ks_prob_m,ks_prob_s,kp_prob_b,kp_prob_h,kp_prob_m,kp_prob_s,gti_start,gti_stop,gti_elapse,cluster,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,main_id,ra_x,dec_x,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,main_type,other_types,radvel,redshift,sp_type,morph_type,plx,pmra,pmdec,size_maj,size_min,size_angle,B,V,R_x,J,H,K,u,g,r_xa,i,z,angDist,name_2,class,GroupID,GroupSize
21573,2CXO J115518.2+193942,5909,4,0.5775405223690994,178.8262314459089,19.6617906850195,49.502780596061484,15428.029843769884,0.002118009617576616,8.1123476594541E-13,-0.048719550281074,-0.43347907557776,-0.39225484072455,2.03937,0.329993,0.10549734289109,5.882779604668709E-4,0.12363119163469875,0.1230429136742319,0.12421946959516564,0.092200207625217,8.001722646871698E-5,0.0225580382098944,0.022478020983425686,0.02263805543636312,0.064582679931578,1.4033849981266028E-5,0.0363556716656278,0.03634163781564653,0.036369705515609065,0.22201916570617,0.0010905172105582922,0.06471748798150047,0.06362697077094218,0.06580800519205876,0.89280688117343,0.34175920544710003,0.011615014992469974,0.924865179681444,0.76862348325358,0.43997852151927996,0.03949987551723999,0.8138251904043701,2.2583045782109E8,2.2583958982122E8,9132.00012999773,1,0.0,0.999999999445123,5.546643533223489E-10,3.751089712897541E-17,1.393087287706063E-18,2.1202012102020788E-13,[RNB2002] A,178.8262379167,19.6617305556,,,172.0,9,"11 55 18.2971 ","+19 39 42.230 ",LensedImage,LeI,,,,,,,,,,,,,,,,,,,,,,0.217575,2CXO J115518.2+193942,QSO,,
21576,2CXO J115523.9+233708,5002,43,8.262302819898261,178.84983812402913,23.619116387503986,11.894652272463462,598.3061597286963,15.592955205598544,5.5745235099728E-14,0.033728919425359,-0.37226733291693,-0.3997501561524,2.025,0.31988,0.083048619886203,6.885138938714144E-6,0.005495008764490699,0.0054881236255519845,0.005501893903429413,0.28560147885884,7.621552551244316E-5,0.0015463461534457248,0.0014701306279332818,0.0016225616789581681,0.80302187733916,4.100187969149085E-4,0.0018220233947685814,0.0016305141701953105,0.005341912989285843,0.081840160910768,2.882575114034474E-6,0.002126016001147162,0.002122284089546753,0.0021310207732444355,0.41531425861439997,0.41905086913516,0.6794620181020701,0.17256824028170004,0.23011976479282004,0.40278838562831,0.57818484333563,0.21371395315290997,2.2378180285338E8,2.2381895325331E8,37150.399930000305,1,0.0,0.9999985711337634,7.021508852937749E-9,5.657824668224974E-14,1.4198334388959469E-6,2.0112324115604862E-9,3XMM J115523.9+233708,178.8498755314,23.6190226382,0.001,0.001,90.0,5,11 55 23.97013,+23 37 08.4815,QSO,X  |AGN|QSO|X  |*  |QSO,168611.3102,0.88962,,,0.6735,0.67,1.14,,,,,,,,,,21.261,20.677,20.625,20.631,20.105,0.359345,2CXO J115523.9+233708,QSO,,
21590,2CXO J115550.3+232356,5003,25,1.908517730416666,178.95968395409932,23.39914386692859,20.52065749975044,2709.813584699047,0.04196014656296852,7.0428167825709E-14,0.051217988757027,-0.15865084322299,-0.20737039350406,1.6919,0.590856,0.054456169017648,6.858269222379844E-7,0.006220854126144245,0.006220168299222006,0.006221539953066482,0.088388958289865,9.229636566680987E-6,0.0018945542192849172,0.0018854930532477793,0.0019102031578180519,0.070177840982312,4.4848976931933016E-5,0.002341041498772322,0.0023199299865245444,0.0027020803667038773,0.092421290530462,1.2144513661519526E-6,0.001985938748004165,0.0019847242966380134,0.0019871531993703173,0.16838013803134,0.19841611680465,0.35939751718043,0.3520444368468,0.27565961734783995,0.44844250802100005,0.5798831854718001,0.76993279940465,1.9493108040175E8,1.9500713134363E8,76050.94187998772,1,0.0,0.9999999999982663,5.4228944536304964E-30,1.3216386507273967E-14,6.699665616592333E-17,1.7136996065718939E-12,3XMM J115550.2+232357,178.9595832168,23.3991991522,0.001,0.0,90.0,7,11 55 50.29997,+23 23 57.1169,QSO,X  |AGN|QSO|X  |AG?|*  |QSO,178386.4754,0.98461,,,0.0015,1.23,0.78,,,,,,,,,,20.214,19.914,19.759,19.957,19.787,0.387798,2CXO J115550.3+232356,QSO,,
21598,2CXO J115653.4+333146,538,1,3.071247794053741,179.22283526272906,33.529712713140626,13.433386164140769,1693.3885794684554,0.16317611902889126,2.3591536737205E-13,0.053716427232979,-0.21486570893192,-0.26483447845097,1.79118,0.60102,0.076145475197268,2.5476470158793812E-5,0.024967484756612954,0.02494200828645416,0.024992961226771748,0.090665786892538,2.3018523866115867E-5,0.006868021316175309,0.006842848263276448,0.006894353198151048,0.50690880732895,0.0021339308947628285,0.008794538126145366,0.006918874024564904,0.01821991356068532,0.075972393018813,2.003733356125574E-5,0.00936459384917196,0.0093424188493852,0.009386780549178502,0.16864272565569005,0.33352926512687,0.41278116188897995,0.05580349145244001,0.15460824558042996,0.50662309392476,0.61572248064354,0.012104675758560002,7.9319987146495E7,7.9329990346504E7,10003.200009003282,1,0.0,0.9993215558134892,1.9732510203854986E-11,6.784131704735581E-4,5.211235909767338E-11,3.094418889292775E-8,2MASS J11565346+3331467,179.2228423077,33.5296966344,0.0,0.0,90.0,16,11 56 53.48215,+33 31 46.9079,Seyfert_1,IR |QSO|AGN|AGN|X  |AGN|QSO|Sy1,59180.4171,0.22144,,,0.1975,-0.57,0.06,,,,18.93,18.55,,16.646,15.678,15.187,18.572,18.337,17.973,17.639,17.615,0.061623,2CXO J115653.4+333146,QSO,,
21601,2CXO J115711.8+082623,15035,18,9.762743300777931,179.29957825637211,8.43998741847226,17.73613451130612,1167.1531064473502,24.868504898659097,1.9601544010005E-13,0.076202373516552,-0.27607745159275,-0.34478450968145,1.86991,0.566461,0.056200492713433,5.694701318083133E-6,0.015626337746945614,0.015620643045627528,0.015632032448263694,0.086819048604866,2.305772525516877E-5,0.005068031520528197,0.005039624779205998,0.005112871175070618,0.1066872584333,2.8061895331801985E-5,0.005486518892859504,0.0054584569975277015,0.0055145807881913055,0.14552830591345,2.782140056057036E-4,0.005069807169121023,0.004886683935307363,0.006607795267739405,0.35301172303998996,0.19649713239306998,0.13297061241251995,0.08109520085824995,0.18989960862914002,0.5912013711812201,0.04036712936025999,0.03703865407246998,4.7734059189212E8,4.7737065569235E8,30063.80022996664,1,0.0,0.9999986086802168,5.552089301706197E-20,1.3913197506200508E-6,1.395708244135672E-16,3.204247298789736E-14,SDSS J115711.88+082623.5,179.299506871,8.439867463,0.001,0.0,90.0,15,11 57 11.88165,+08 26 23.5229,QSO,QSO|QSO|QSO|QSO|QSO|*  |QSO,97631.8768,0.4021,,,,3.23,1.5,,,,18.97,18.91,,,,,18.555,18.542,18.699,18.656,18.359,0.501104,2CXO J115711.8+082623,QSO,,
21617,2CXO J115838.5+435505,4739,12,4.552434517893355,179.66070741872932,43.91829890833922,17.97222664459439,1686.9450771350525,0.07330979676819756,4.1846772356053E-14,0.1524047470331,-0.10993129294191,-0.25733916302311,1.57646,0.579356,0.1108246905257,3.5125881749920474E-5,0.0054384809047414535,0.005403355022991533,0.0054736067864913735,0.12683120767868,1.1576813463701468E-5,0.0014988984463487518,0.0014873216328850501,0.001510475259812453,0.086283793803047,3.9206955139081945E-5,0.001658628064355709,0.0016324176152982814,0.0019493342661640826,0.33897476251592,3.236972829781886E-4,0.0022868557376772066,0.001967911558676073,0.003123559209150561,0.5955405712043,0.13576149007259997,0.22088953575279002,0.950920244443817,0.74999810571019,0.07416266405351002,0.58683190109143,0.9986284791092068,1.9218885831286E8,1.9226897233596E8,80114.0230999887,1,0.0,0.9999987782762576,7.872383159011767E-7,4.344846882032717E-7,5.051345184422921E-13,2.3554101411927936E-13,[VV2006] J115838.6+435505,179.6606963003,43.9182853876,0.001,0.001,90.0,18,11 58 38.56711,+43 55 05.8274,QSO,X  |AGN|X  |QSO|QSO|QSO|X  |*,197643.3243,1.20674,,,0.0318,0.06,1.46,,,,20.58,20.19,,,,,20.07,20.004,19.628,19.597,19.756,0.056573,2CXO J115838.5+435505,QSO,,
21628,2CXO J115906.3+434643,4739,1,14.30572175321503,179.77652935239337,43.77878192866807,15.363791885940168,579.6558433997014,34.46034944562052,6.5580892364248E-14,0.21986258588382,0.14615865084322,-0.076202373516552,1.57877,0.753467,0.035556192311005,5.036747083273641E-6,0.007114199590928698,0.007108207798477977,0.007120846362957256,0.050262399732822,3.991685632870443E-6,0.003202215190307756,0.0031975290080911703,0.003207729044905459,0.095509878829344,7.592777764265594E-6,0.0023043988324766757,0.00229680605471241,0.0023119916102409413,0.51187227310424,2.18076085634494E-4,0.0016077813837646294,0.0014926513748069119,0.0034406112307380373,0.55015890146233,0.63765377505011,0.17063254119978,0.24141371293263003,0.80829917703108,0.57770136502953,0.38554260522442996,0.18131757152421002,1.9218885831286E8,1.9226897233596E8,80114.0230999887,1,0.0,0.9998933677013964,9.974952099365684E-18,1.0663229857949936E-4,7.363804513349536E-20,2.995759367966433E-14,[VV2006] J115906.3+434643,179.7761935329,43.7788573232,0.0,0.0,90.0,20,11 59 06.28645,+43 46 43.8864,QSO,X  |AGN|QSO|QSO|X  |*  |EmG|G,214777.8927,1.46023,,,0.5655,-0.09,-0.6,,,,19.6,19.2,,,,,19.306,19.08,18.699,18.528,18.573,0.914107,2CXO J115906.3+434643,QSO,,
21631,2CXO J115907.8+494658,15119,4,4.694440205468691,179.78281202439405,49.78288308309772,18.011407592437845,2056.487174121599,0.9346017916975223,3.0825697711537E-13,0.11867582760775,-0.10618363522798,-0.22236102435978,1.7251,0.657524,0.045373907323899,3.2240629671122334E-5,0.019700048791862577,0.019658589493530113,0.01974245491120132,0.069729031730104,4.498665971628875E-5,0.007790004600253895,0.00772735299880661,0.007843409324074261,0.089760224932333,8.035671589346621E-6,0.007427678803881142,0.007419643132291796,0.007435714475470489,0.16777334769631,1.5758169343812022E-4,0.004481370748147937,0.004291892901532901,0.0047591924763519325,0.67281530223285,0.59711716913528,0.14406294026401,0.965881671738918,0.48273752161063,0.80140291986542,0.42746972318565,0.87998840077846,5.0519478489643E8,5.052168692966E8,22084.400169968605,1,0.0,0.9999996524090484,7.108878553324117E-11,3.4751986026245776E-7,2.193226711745205E-17,2.36144897971325E-15,SDSS J115907.82+494657.8,179.7825948132,49.7827290581,0.0,0.0,90.0,3,11 59 07.82276,+49 46 57.8246,BClG,BiC|G  |*,56394.9855,0.20971,,,,0.16,0.79,,,,17.9,,,,,,19.172,18.081,17.087,16.613,16.297,0.749923,2CXO J115907.8+494658,GALAXY,,
21633,2CXO J115911.5+440817,4739,63,12.23533328904866,179.79793128239953,44.138200691925285,13.279537697508275,488.7738434026056,18.487292600975632,3.2041382274718E-14,-0.12866958151156,-0.47845096814491,-0.36976889444097,2.33111,0.392222,0.06962531895406,6.632396058027859E-6,0.004505029428271199,0.004498397032213171,0.0045116618243292265,0.19367164585082,4.666177734517083E-5,0.0011859749234957508,0.0011579458324987879,0.001566590721257324,0.72326284125485,2.783285684276262E-4,0.0015217612841734774,0.0013555144139638603,0.0035779642471093984,0.20611656980603,4.231775898912626E-5,0.0017992066666050798,0.0017568889076159534,0.001841524425594206,0.25178526484111996,0.08993965619633004,0.004571185382340026,0.72335979139753,0.30054995398748996,0.03466330583221,0.024088491919389998,0.66666995339813,1.9218885831286E8,1.9226897233596E8,80114.0230999887,1,0.0,0.9999837273457487,7.025880961704371E-9,1.6265490544450015E-5,1.377380430190832E-10,9.37114841866019E-14,[VV2006] J115911.5+440818,179.7976674111,44.1384596992,0.0,0.0,90.0,22,11 59 11.44018,+44 08 18.4549,QSO,X  |AGN|QSO|QSO|X  |QSO|QSO|X  |*  |blu,213390.7762,1.43711,,,0.1937,-0.08,0.21,,,,19.27,19.04,,,,,19.009,18.82,18.681,18.585,18.765,1.155066,2CXO J115911.5+440817,QSO,,
21638,2CXO J115931.8+291443,874,20,0.3044835764012409,179.88265516596493,29.245536445002145,64.61227216558831,27581.51916470381,0.03584876807061181,8.9447324215188E-13,0.12866958151156,-0.14490943160525,-0.2685821361649,1.6081,0.605256,0.019533262977847,1.2019728179206435E-5,0.08490430871684158,0.08489228898866237,0.08491632844502078,0.089302347992646,8.869940519224372E-5,0.026401969587945454,0.026313270182753208,0.026490668993137696,0.030476797583881,5.516103641696468E-6,0.02787147265411703,0.027865956550475336,0.02787698875775873,0.029198456485498,5.766142651030676E-6,0.03063086272415816,0.030625096581507128,0.03063662886680919,0.23407527909229997,0.86501103178665,0.3284890990585,0.05096842655998002,0.5658828527219399,0.81431675111386,0.41803029067076003,0.11283476155828998,7.8646382834181E7,7.8721275235297E7,74892.40111599863,1,0.0,0.9999999999999147,1.9510053923899246E-28,1.949616362396704E-19,2.3082614526719267E-23,8.987701864921165E-14,Ton  599,179.8826412906,29.245507465,0.0,0.0,90.0,814,11 59 31.83391,+29 14 43.8269,QSO,blu|G  |QSO|QSO|Rad|V* |Q? |AGN|Bla|X  |QSO|AGN|Bla|*  |Bla|gam|X  |Rad|IR |Rad|QSO|smm,148944.4749,0.72475,,,,0.02,0.05,1.1E-5,6.0E-6,-20,14.8,14.41,17.652,13.176,12.305,11.474,18.748,18.23,18.096,17.973,17.704,0.113066,2CXO J115931.8+291443,QSO,,
21651,2CXO J120019.0+553348,4964,21,5.012110665387348,180.07917069842802,55.56346400960411,18.891397047100654,1793.6075315193925,0.027280347933303403,4.9105098013804E-14,0.043722673329169,-0.33229231730169,-0.36976889444097,1.80089,0.392776,0.08313526136686,2.1885557475647372E-5,0.006036567591918159,0.006014682034442512,0.0060584531493938065,0.072907225488054,2.263563140045752E-5,0.0013502909965793866,0.0013389095475455652,0.0015240181356237956,0.15118665248593,2.3657807222296338E-5,0.001826854985005352,0.0018031971777830557,0.0018505127922276484,0.053954827240541,5.458760290718462E-6,0.0028590459811204286,0.0028531778836066316,0.0028656740917167712,0.7465220055867601,0.19706386410230003,0.42037311144114,0.32827853875220003,0.51629888331034,0.19511669056379,0.35997229122233,0.31507682560043004,1.9287399843996E8,1.9295010329106E8,76104.85109999776,1,0.0,0.9999999982625241,1.7370133508052426E-9,4.073857268200592E-18,3.767647292863206E-13,8.82165683148526E-14,2XMM J120018.8+553349,180.0789809089,55.5634397886,0.002,0.001,90.0,6,12 00 18.95542,+55 33 48.3832,QSO,QSO|X  |*  |QSO|QSO|Rad,159693.3917,0.811,,,2.4591,4.96,-0.55,,,,,,,,,,20.87,20.497,20.542,20.738,20.142,0.396086,2CXO J120019.0+553348,QSO,108,2
21658,2CXO J120027.1+552209,4964,51,12.80501534324383,180.11310739598377,55.36921295037935,11.13787311317203,405.21829401943654,209.89309794998084,4.7132854129898E-14,-0.13866333541537,-0.45471580262336,-0.33104309806371,2.09084,0.402526,0.049523306741474,1.4240131207710291E-5,0.0071379354446311,0.007119041604345748,0.007156594147140417,0.18507638279293,7.180098975871888E-5,0.0027747293032482057,0.002705723801129284,0.002883767667894603,0.51434192702072,2.928405935533992E-4,0.00208103367460269,0.0019458274267098229,0.0037771279971343793,0.087347351003165,1.1596423839504294E-6,0.002281148732814088,0.0022799890904301374,0.0022823083751980383,0.6968743483284,0.9638624532907,0.32404428217251,0.34225941431143003,0.78233293787548,0.85732651286165,0.56351860321062,0.05432322464588002,1.9287399843996E8,1.9295010329106E8,76104.85109999776,1,0.0,0.9999999998766356,2.615856986763707E-11,8.411837387806171E-22,9.68768453167689E-11,3.357820963833862E-13,2XMM J120026.9+552209,180.1127647933,55.3693187165,0.0,0.0,90.0,5,12 00 27.06355,+55 22 09.5474,QSO,QSO|X  |*  |QSO|QSO|Rad,216862.501,1.496,,,,1.04,0.2,,,,,,,,,,19.886,19.742,19.613,19.458,19.449,0.79765,2CXO J120027.1+552209,QSO,,
21668,2CXO J120055.3+032656,15188,8,7.316137569500714,180.23050685443002,3.4489820691449067,14.039715607775287,1105.1224635099745,7.421922056051783,3.5075918841866E-13,-0.1261711430356,-0.42348532167395,-0.31355402873204,2.55636,0.505247,0.09318337113384,1.1699898198921574E-4,0.027197976988787717,0.0270809780067985,0.027314975970776933,0.16485930293663,1.6600448063061566E-4,0.007183243161498402,0.006986009808879506,0.007347385631168555,0.080461559730743,2.634883894395079E-5,0.011492588736189215,0.01146284211138811,0.011534712288445118,0.080933951061601,1.1145270970441363E-5,0.00853817063892314,0.008527118261927827,0.008561134780889126,0.32734046850821996,0.46766132763999,0.20567153345919997,0.08553732161033001,0.473222796912,0.17874119087594997,0.24373942433939,0.19790998800686,5.0880010359472E8,5.0880958959479E8,9486.000069975853,1,0.0,0.9999999996682476,3.3168191510101616E-10,3.6421473229674787E-14,2.6722854534614616E-14,2.107387647296689E-15,2MASX J12005531+0326561,180.2303106453,3.4487865219,0.005,0.002,90.0,9,12 00 55.27455,+03 26 55.6315,BClG,BiC|BiC|*  |rG |GiC|G  |rG |Rad|X,36996.4074,0.13206,,,,,,0.167,0.167,90,17.8,,15.89,14.271,13.425,13.115,18.823,17.171,16.089,15.638,15.252,0.996345,2CXO J120055.3+032656,GALAXY,,
21670,2CXO J120104.6+575846,4975,2,9.706236963544956,180.26954615394015,57.979647796283196,15.388764908697095,719.3507751937034,10.315130834273887,7.9116697471001E-14,0.059962523422861,-0.2423485321674,-0.29731417863835,1.76501,0.442183,0.068390593701707,1.1507329752764167E-5,0.006393429345463637,0.006381922015710873,0.006404936675216401,0.38291285231469,1.2737294101722503E-4,0.0019958326505371145,0.0018684597095198897,0.0021232055915543398,0.18782092149488,4.380024772596548E-5,0.002198798371366837,0.0021549981236408714,0.0022425986190928024,0.1839767935534,1.1981357514288349E-4,0.00219883353692263,0.002133001350799708,0.0030771641918985087,0.25017988139138003,0.86017103961124,0.43562405767068,0.31241493965314004,0.52197553379316,0.84070014391979,0.08938457274344003,0.27774840168171,2.1286073543758E8,2.1291985863746E8,59123.19988000393,1,0.0,0.9999999947877569,5.123814812693042E-9,8.401678082869186E-11,4.347958693014707E-12,6.880632586702061E-14,[VV2000] J120104.5+575848,180.269449246,57.9796902877,0.0,0.0,90.0,22,12 01 04.66782,+57 58 46.8850,QSO,QSO|QSO|QSO|QSO|*  |Q? |X,233728.9306,1.84181,,,,-0.05,0.31,,,,18.8,18.63,,,,,18.367,18.31,18.264,18.028,17.992,0.240034,2CXO J120104.6+575846,QSO,,
21671,2CXO J120106.1+580336,4975,24,8.981360978594793,180.2757053391564,58.06023892967928,13.209530172791197,567.3972779072243,23.18773785132653,5.3502986329275E-14,0.17988757026858,-0.368519675203,-0.51217988757027,2.13874,0.509774,0.061338319711757,2.623026998006271E-5,0.005183773934546803,0.005150084882939095,0.00521473331691527,0.72092814713635,3.1639682619410655E-4,0.0016427339971456965,0.00149283124332105,0.004603260480702707,0.34332555819352,1.0946783512187846E-4,0.0013686103846104064,0.0013196470958715563,0.0021769396350206846,0.10274526831528,5.186462236175891E-6,0.002172735977803462,0.0021675495155672863,0.002177922440039638,0.79557884435463,0.25306854101534004,0.78703254179532,0.010749490527290018,0.6363304554097899,0.36965746277254996,0.34135435917711,0.03439157852602004,2.1286073543758E8,2.1291985863746E8,59123.19988000393,1,0.0,0.9999893536505836,1.0631477749077563E-5,4.067261961865654E-31,1.4871669544504047E-8,4.333591419578387E-17,[VV2006] J120106.1+580336,180.2756049297,58.0601992822,0.0,0.0,90.0,17,12 01 06.14518,+58 03 36.7174,QSO,QSO|QSO|*  |QSO|X,187749.7469,1.086,,,0.4883,-0.29,-0.48,,,,20.38,20.04,,,,,19.99,19.88,19.519,19.585,19.44,0.238623,2CXO J120106.1+580336,QSO,,
21673,2CXO J120118.3+553939,4964,98,14.7576782004779,180.32646503426668,55.66101696675889,8.779363170929567,682.2082717278412,338.46044323364913,6.0028903992076E-14,0.01998750780762,-0.28732042473454,-0.30231105559026,2.1018,0.432654,0.08250874340883,3.470876729639964E-5,0.009935734398453355,0.009901025631156957,0.009970443165749757,0.11462454848688,2.547210846547696E-5,0.0035616206732434325,0.003536148564777955,0.003587092781708909,0.075483175228667,1.9386121849970794E-6,0.003127914808336952,0.003125976196151955,0.003129853420521949,0.12491024853267,2.7733284666340468E-5,0.0032462009456725783,0.0032184676610062376,0.0032739342303389186,0.88498840298857,0.8053001164241,0.30645761990437004,0.56235903621673,0.8575050992972499,0.67493842366939,0.73168376143962,0.50429680053386,1.9287399843996E8,1.9295010329106E8,76104.85109999776,1,0.0,0.9999999991973709,7.940012626128545E-10,8.6196827921595E-12,1.2240249343282651E-16,2.8404470790400975E-15,[VV2006] J120118.4+553939,180.3263630627,55.6610098908,0.0,0.0,90.0,21,12 01 18.32714,+55 39 39.6356,QSO,QSO|X  |X  |QSO|*  |QSO|Rad|QSO,228894.3581,1.73075,,,0.2184,0.66,0.16,,,,19.3,19.19,,,,,19.174,19.052,19.077,18.815,18.799,0.208636,2CXO J120118.3+553939,QSO,,
21676,2CXO J120129.4+553644,14026,11,6.986781704690052,180.3727648588781,55.61248959025379,19.246992250609768,1947.3705203307875,7.7849632610611685,1.5764539937718E-13,-0.0062460961898814,-0.24609618988132,-0.23985009369144,1.78975,0.584816,0.10122352523114,5.500306207095133E-5,0.010225703268920779,0.010170700206849828,0.010280706330991731,0.080641487606058,1.42077657054684E-5,0.0032581289366541335,0.0032356827906417393,0.003274444654578617,0.10126660189409,1.969817392765685E-5,0.0041033070052635895,0.004083608831335932,0.004123005179191246,0.85379782597913,7.867556772696698E-4,0.002870238706143763,0.0023149710455732117,0.008727213215811215,0.39327480046756,0.26876010839594,0.05068627025600003,0.927432307536546,0.10530629586335005,0.22686854067063,0.06606095309386995,0.6865827133768,4.608635018314E8,4.6091309253179E8,49590.700390040874,1,0.0,0.9425330290009528,1.9527992869091063E-4,0.05727169104241677,2.2466489148281208E-11,5.472933769677774E-12,SDSS J120129.43+553644.8,180.3726481916,55.6124550718,0.0,0.0,90.0,5,12 01 29.43557,+55 36 44.8383,QSO,QSO|QSO|*  |QSO|Rad,163190.3776,0.841,,,0.1979,0.37,-0.22,,,,,,,,,,20.354,19.888,19.613,19.648,19.64,0.26779,2CXO J120129.4+553644,QSO,109,2
21677,2CXO J120129.4+553644,4964,31,15.33956423585076,180.3727648588781,55.61248959025379,19.246992250609768,1947.3705203307875,70.37113204722313,1.4656303786877E-13,-0.0099937539038102,-0.33354153653966,-0.32479700187383,1.9585,0.497718,0.24549712899211,2.190061846763904E-4,0.014023836442100023,0.013804830257423632,0.014242842626776412,0.093930954495765,2.1164393208733968E-5,0.004532018731919356,0.004510854338710622,0.00455318312512809,0.092517320495862,2.2080169078030933E-5,0.004866238490363778,0.004844158321285748,0.00488831865944181,0.22682041119852,9.633337896934992E-5,0.004625590049907892,0.004529256670938541,0.00472192342887724,0.93445864719224,0.5504090480968,0.25863111407024997,0.77651099343995,0.947530875278208,0.47917362089653004,0.34224891082214004,0.88600968188176,1.9287399843996E8,1.9295010329106E8,76104.85109999776,1,0.0,0.9858799368268023,0.014119529352947609,5.337269631523677E-7,8.953841015268464E-11,3.752814649672689E-12,SDSS J120129.43+553644.8,180.3726481916,55.6124550718,0.0,0.0,90.0,5,12 01 29.43557,+55 36 44.8383,QSO,QSO|QSO|*  |QSO|Rad,163190.3776,0.841,,,0.1979,0.37,-0.22,,,,,,,,,,20.354,19.888,19.613,19.648,19.64,0.26779,2CXO J120129.4+553644,QSO,109,2
21764,2CXO J120211.5+574529,5757,3,5.917276610670225,180.54811712500373,57.75817325934246,14.27079921070012,870.4933872338383,2.2689806744994816,4.5860301656816E-14,0.046221111805122,-0.081199250468457,-0.12742036227358,1.92402,0.59245,0.21369475173842,9.466494406002108E-5,0.004559618109183172,0.004464953165123151,0.004654283053243193,0.11313684523249,1.2971688298958693E-5,0.001503631647444506,0.0014828110156139942,0.001520578772139226,0.38107861600233,1.8531838315963582E-4,0.001796429944983332,0.0016893894514325841,0.0030961893379441562,0.48289282548057,1.66239366066544E-4,0.0012604995920248159,0.001163384591983327,0.002912040085008584,0.78338644741078,0.65972798763024,0.89433174442884,0.45596946865584,0.38193742027697997,0.31881239946213,0.85869622909315,0.15859509612633005,2.4205597759349E8,2.4211574848592E8,59770.89243000746,1,0.0,0.9977042793645451,0.0017656721153324723,5.300484238011406E-4,9.1645290030229E-11,4.676123627242882E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CXO J120211.5+574529,QSO,,
21772,2CXO J120233.3+580501,4975,31,3.892524763251022,180.63909281186284,58.08385085329845,11.76609140099662,676.4501463101938,1.3713497078002919,2.8088700654618E-14,-0.067457838850718,-0.32604622111181,-0.26233603997502,1.98527,0.463212,0.094840136918103,1.1144274728789238E-5,0.0031300582575305423,0.0031189139828017532,0.0031412025322593317,0.50424236797442,7.611760812637013E-5,7.613948810560562E-4,7.331009354977689E-4,0.0014173473232191869,0.23061047665599,6.329531548987725E-5,0.001201234198246389,0.0011721686216458393,0.0016439584511204158,0.11149235248988,2.9897662252033945E-5,0.001167420331246727,0.0011484386199648972,0.0013728027986031565,0.038531738169079954,0.24992660273518996,0.7344230016794899,0.38148429017384,0.05117480724158996,0.5163652035733399,0.83193718071061,0.81715839267991,2.1286073543758E8,2.1291985863746E8,59123.19988000393,1,0.0,0.9999999864158156,1.3583778551106045E-8,2.557362418950721E-15,4.002317268730012E-13,4.84203531685784E-16,[VV2006] J120233.4+580501,180.6391314823,58.0838595608,0.0,0.0,90.0,21,12 02 33.39156,+58 05 01.8944,QSO,QSO|QSO|*  |QSO|QSO,270783.8756,3.435,,,0.2067,0.61,-0.35,,,,20.13,19.57,,,,,23.7,19.608,18.932,18.774,18.725,0.079997,2CXO J120233.3+580501,QSO,,
21773,2CXO J120237.0+554120,14026,32,15.98150321605528,180.6543726470204,55.688965841059236,34.584646708637955,2870.4992821954634,1251.4668827992753,4.8831123038115E-13,-0.12742036227358,-0.35477826358526,-0.23735165521549,2.37315,0.441756,0.025437778019347,1.073285779885913E-5,0.055601220227248956,0.05559048736945009,0.05561195308504781,0.025574182522403,5.726575764334331E-6,0.01824414343128174,0.01823644895709152,0.018252882125064086,0.060293498836653,3.8282655078682865E-5,0.0204759531345105,0.020437670479431822,0.020514235789589188,0.049845239902925,1.7641851081608498E-5,0.016880791048790908,0.0168631491977093,0.016898432899872518,0.33889799518710995,0.30891465837076004,0.48414876080368996,0.62080083717054,0.42368340759412004,0.27474908462967995,0.41372147523299996,0.36630448107714,4.608635018314E8,4.6091309253179E8,49590.700390040874,1,0.0,0.999999999999929,1.8921411394909338E-27,6.190052932547402E-14,1.3834359079567545E-24,2.135104666061174E-15,SDSS J120237.05+554119.2,180.654378,55.688686,0.05,0.043,90.0,3,"12 02 37.051  ","+55 41 19.27  ",BClG,BiC|BiC|GiC,83056.2485,0.32907,,,,,,,,,,,,,,,22.626,19.064,17.32,16.719,16.386,1.007486,2CXO J120237.0+554120,GALAXY,,
