,name,obsid,main_type,BYDra,Candidate_YSO,Orion_V*,TTau*,YSO
8927,2CXO J053933.6+261339,8242,TTau*,0.08115709157937065,0.15080553378476524,0.14331474165017322,0.35458030169111887,0.270142331294572
8980,2CXO J054131.6-015232,1878,Orion_V*,0.03522156792533599,0.07636772559063996,0.3472930847438516,0.1960992446456213,0.34501837709455113
9029,2CXO J054148.2-015602,1878,Candidate_YSO,0.25524276583951744,0.30139467690366367,0.05843041582954861,0.15006691405303826,0.23486522737423182
9051,2CXO J054320.3-410154,914,Candidate_YSO,0.3750106473001748,0.42425756933163267,0.04284806932202751,0.11031944664371678,0.0475642674024483
9060,2CXO J054550.5+000633,1872,Candidate_YSO,0.41997449349860233,0.4377963831009833,0.01058047063418734,0.09616391041678898,0.03548474234943817
9118,2CXO J054643.3+000435,1872,Orion_V*,0.06481681984535537,0.059572143707054215,0.39841896789140285,0.17276496350760268,0.30442710504858483
9125,2CXO J054647.4+000336,1872,Orion_V*,0.14528058310039274,0.15099735707714879,0.30325914380102825,0.15121171833293892,0.24925119768849138
9138,2CXO J054711.9+000734,1872,YSO,0.09786404308992509,0.14034377375486073,0.22792041153002845,0.19342186472030012,0.34044990690488564
9219,2CXO J060212.4-400619,3202,TTau*,0.10863154129607532,0.11148378525273707,0.22849003845460225,0.3234820963085886,0.22791253868799669
9234,2CXO J060731.7+222126,7520,Candidate_YSO,0.25042937433583534,0.29203399439007155,0.11494002757154052,0.19640903289756517,0.14618757080498734
9235,2CXO J060732.2-061215,1882,YSO,0.054980459507386156,0.12286382949291252,0.2547265210104732,0.2244901688810427,0.3429390211081853
9236,2CXO J060736.8-061943,1882,YSO,0.06523501210070629,0.176801960481682,0.27448924485625414,0.18211368547380377,0.3013600970875538
9246,2CXO J060755.9-061538,1882,YSO,0.07209647375838697,0.12405297184425054,0.25028928786265164,0.2082765783149921,0.34528468821971875
9256,2CXO J060812.1-061947,1882,Candidate_YSO,0.30680471239546764,0.36186124941138414,0.032883971156593354,0.17630951390987437,0.12214055312668058
9258,2CXO J060818.0-062210,1882,TTau*,0.14139345254712596,0.14234050192967543,0.21322442296672647,0.2682706047829391,0.23477101777353296
9267,2CXO J061010.4-055734,12392,Candidate_YSO,0.31105691570510946,0.4331803982517193,0.08331052358011279,0.10941957320612289,0.06303258925693554
9268,2CXO J061012.8-060823,12392,YSO,0.18376722722724015,0.19718950985280265,0.1509977884038929,0.22183685262694627,0.24620862188911807
9271,2CXO J061030.6-060537,12392,TTau*,0.16077132149920512,0.19270902176554278,0.12521288430108926,0.2740980255896061,0.24720874684455674
9283,2CXO J061255.0+175930,10983,YSO,0.15148326706049986,0.149830054759184,0.20964441718835594,0.19651051872212086,0.2925317422698394
9284,2CXO J061317.1+175344,10983,YSO,0.03953393452276035,0.18585691749632915,0.23403250745069865,0.259365933006005,0.28121070752420696
