,name,obsid,main_type,PartofG,Pulsar,Radio,Seyfert_2,YSO
19948,2CXO J174805.3-244637,14475,Pulsar,0.18944623483516781,0.25506145392145185,0.2510438987474968,0.06422815168130319,0.24022026081458053
20038,2CXO J175154.7-292805,9503,Pulsar,0.18176619738553149,0.23448057862744015,0.22619972688354453,0.1401827427823616,0.21737075432112227
20096,2CXO J180132.2-203148,7031,Pulsar,0.1854657499609469,0.24888287873401765,0.2451292805921205,0.09354029984525582,0.22698179086765896
20393,2CXO J181123.2-191615,14831,Seyfert_2,0.12946336284086227,0.18670324603979715,0.18681363739658927,0.33039111671077215,0.16662863701197914
20423,2CXO J181431.0-170925,950,Pulsar,0.18817781271538664,0.26530536216992723,0.2611783869832847,0.04220468977025599,0.24313374836114546
20630,2CXO J182111.5-160656,7391,Pulsar,0.17929280939418007,0.23579741810782717,0.23056991003319147,0.13680786506932316,0.21753199739547804
20904,2CXO J184901.6-000117,13291,Pulsar,0.16764398068391825,0.277647310651562,0.2095759218950972,0.16131340904641223,0.18381937772301027
20980,2CXO J190447.4+090241,3793,YSO,0.19230685143962753,0.24983665014904854,0.2472031285973391,0.0361487886652945,0.27450458114869025
21022,2CXO J191124.9-595939,6612,Pulsar,0.1872249852625123,0.26405897338811196,0.24696367568102048,0.07638634002822166,0.22536602564013375
21172,2CXO J195130.4+022240,2968,Pulsar,0.1925699044423691,0.25924960036931766,0.2536197558370495,0.054657729257247656,0.23990301009401602
21173,2CXO J195201.9+023719,2968,Pulsar,0.19725310095805404,0.2703567157340503,0.26233127770539466,0.02181165904469715,0.24824724655780378
21174,2CXO J195215.3+023525,2968,Pulsar,0.1979492414145381,0.2716709028320275,0.2621851676669305,0.021602869056508947,0.24659181902999483
21176,2CXO J195226.5+021957,2968,Pulsar,0.19737376087045413,0.2690377956807527,0.2672693020693789,0.02061191322089439,0.2457072281585199
21185,2CXO J195428.3+441732,4476,Pulsar,0.1948318959853822,0.2763905144636541,0.2639565690203405,0.02038471289371715,0.2444363076369062
21366,2CXO J202315.9+384708,5586,Pulsar,0.19625970472838378,0.27105069298405854,0.2608219472848033,0.027469766187896493,0.24439788881485788
21374,2CXO J202707.3+371904,1893,Radio,0.1746161530439991,0.23051911887240162,0.23807186200227773,0.14920172325677425,0.20759114282454735
21490,2CXO J203302.9+404725,10969,Pulsar,0.1745160234214499,0.25764103481429973,0.23203836656260285,0.12376356790742633,0.21204100729422123
21676,2CXO J203314.4+411856,10961,Pulsar,0.17574439248185109,0.2533775570029852,0.23591437522462566,0.11798593209248558,0.21697774319805255
21678,2CXO J203314.5+411837,10961,Pulsar,0.17574439248185109,0.2533775570029852,0.23591437522462566,0.11798593209248558,0.21697774319805255
21679,2CXO J203314.7+411841,10961,Pulsar,0.17574439248185109,0.2533775570029852,0.23591437522462566,0.11798593209248558,0.21697774319805255
21690,2CXO J203316.3+411859,10961,Pulsar,0.17574439248185109,0.2533775570029852,0.23591437522462566,0.11798593209248558,0.21697774319805255
21901,2CXO J205640.4+301933,734,Pulsar,0.17551321742737325,0.24886688353192815,0.2432931222439182,0.1080811318347629,0.22424564496201752
21954,2CXO J211245.6-632329,5885,Radio,0.18701701219631162,0.2503312392549832,0.2634463088489324,0.07328791318514652,0.22591752651462638
22167,2CXO J220201.8-315210,905,Radio,0.17732106557832464,0.22734840700223102,0.24167613089561235,0.14025881577685861,0.21339558074697332
22210,2CXO J221540.0-172322,8566,Pulsar,0.19383703043201064,0.2644561595837619,0.2533878898580289,0.052062773456382876,0.23625614666981568
22699,2CXO J231838.5+425259,7895,Radio,0.180376197979041,0.25396408636209966,0.2563439229600548,0.08795670233291805,0.22135909036588655
22733,2CXO J232321.0+584930,12020,Radio,0.2031621812406995,0.25348223439371603,0.2571214980765581,0.04187064374477042,0.24436344254425585
22734,2CXO J232321.0+584930,10936,Pulsar,0.19784330872837774,0.26238893738220564,0.25527512817122827,0.04622772104008348,0.23826490467810488
22735,2CXO J232321.0+584930,13177,Pulsar,0.19782860446330008,0.2539350698864951,0.2501003118758318,0.059522283183101495,0.23861373059127136
22736,2CXO J232321.0+584930,10935,Pulsar,0.1991844810397128,0.2542678090323578,0.2510250254232373,0.05877844609960452,0.2367442384050876
22744,2CXO J232324.7+585025,194,Pulsar,0.18599628152382383,0.24455009623135765,0.24250268961972057,0.09973514824880479,0.227215784376293
22745,2CXO J232324.7+585025,2877,Pulsar,0.19740823837990604,0.2603323839056342,0.24922399507271328,0.058702566028087065,0.23433281661365943
22746,2CXO J232324.7+585025,2876,Radio,0.18393011430014525,0.23633180533322287,0.24259295330357356,0.1084793015901545,0.2286658254729038
22773,2CXO J232328.8+584943,226,Pulsar,0.18166395777360536,0.261673763676721,0.23823105321818427,0.0931914406546533,0.22523978467683595
22774,2CXO J232328.8+584943,235,Pulsar,0.19205500638023054,0.25301614185195526,0.24983884928279845,0.07060000276295095,0.23448999972206475
22776,2CXO J232328.8+584943,2869,Radio,0.19219783984805835,0.25029825645852627,0.25238345645714105,0.06911286892058745,0.23600757831568692
22777,2CXO J232328.8+584943,236,Pulsar,0.199298571976197,0.2626643992040891,0.25192653607575755,0.05015498588595631,0.23595550685799999
22778,2CXO J232328.8+584943,9699,Pulsar,0.19168665360800682,0.25616713187992646,0.25300870145299664,0.0625766774858228,0.23656083557324722
22779,2CXO J232328.8+584943,6738,Pulsar,0.1895717166162035,0.259679609526238,0.2440262721779987,0.07947981191575469,0.22724258976380524
22780,2CXO J232328.8+584943,5196,Pulsar,0.1989508862525609,0.2562647621357089,0.25425608794189714,0.053143063133006326,0.23738520053682668
22781,2CXO J232328.8+584943,114,Pulsar,0.19833984259940787,0.2551520661225863,0.2537348345052597,0.056938996260639876,0.2358342605121062
22782,2CXO J232328.8+584943,2870,Pulsar,0.19760708131243473,0.25480373341522977,0.25236937906353546,0.05662206418784255,0.23859774202095757
22783,2CXO J232328.8+584943,1952,Pulsar,0.19863092601854576,0.25707767382042884,0.252234185096648,0.054560929955578756,0.23749628510879878
22784,2CXO J232328.8+584943,9698,Pulsar,0.18857682875625523,0.24988565895130774,0.24114665320757525,0.09481180674537507,0.2255790523394868
22785,2CXO J232328.8+584943,6737,Radio,0.19011579193915107,0.24825688146574637,0.24866772822174563,0.07968899262842447,0.2332706057449324
22786,2CXO J232328.8+584943,2877,Radio,0.18848599435513586,0.2403925080368416,0.24448617244581483,0.1027020013559965,0.22393332380621112
22787,2CXO J232328.8+584943,8369,Pulsar,0.19362205282165398,0.2520259650186637,0.2506964200939007,0.06909109737587504,0.23456446468990652
22788,2CXO J232328.8+584943,5163,Pulsar,0.19308523128817578,0.25078862255149265,0.24883066020094938,0.07454645574343575,0.2327490302159465
22791,2CXO J232328.8+584943,5162,Radio,0.19684888757189775,0.2548433031760698,0.25536433474593717,0.05521410622051259,0.2377293682855828
22792,2CXO J232328.8+584943,3696,Pulsar,0.19144240538639368,0.263352301834836,0.2480363657463156,0.06335131824786837,0.23381760878458635
22793,2CXO J232328.8+584943,8368,Pulsar,0.18887834628448832,0.2526558185564469,0.24829129896563235,0.07709369519215334,0.23308084100127918
22794,2CXO J232328.8+584943,194,Pulsar,0.19328546722869563,0.25296184193415067,0.25094849648449985,0.06497476039225651,0.23782943396039735
22795,2CXO J232328.8+584943,2876,Pulsar,0.19197283076441912,0.2532741661768159,0.25022574487201965,0.06987443918457897,0.23465281900216634
22796,2CXO J232328.8+584943,6067,Pulsar,0.19249484980509676,0.2521801853082251,0.2469963362283553,0.07470855133485937,0.23362007732346338
22797,2CXO J232328.8+584943,10642,Pulsar,0.1877610161343776,0.2530244828464301,0.250049833348814,0.07479764904311947,0.23436701862725884
22798,2CXO J232329.2+585027,1545,Pulsar,0.18378124007341531,0.24284126165703687,0.2400222202272297,0.10828144863565535,0.22507382940666287
22808,2CXO J232332.8+584748,225,Radio,0.1986676378148257,0.24890090978136648,0.2558742769215121,0.05755245859532026,0.23900471688697542
22838,2CXO J232604.6+263245,11830,Radio,0.18723394300914944,0.24990975256563885,0.25928420878359465,0.07927857962401406,0.22429351601760297
22907,2CXO J233741.1+270805,4816,Radio,0.18213360661524416,0.23410867146856673,0.24338378833229726,0.12276010277618114,0.2176138308077106
22931,2CXO J234335.9-151916,4546,Radio,0.17115849109815803,0.2200879715428909,0.2348072325645443,0.1686311282744628,0.205315176519944
