,name,obsid,main_type,AGN,Candidate_XB*,Orion_V*,QSO,YSO
167,2CXO J002311.5+002648,2252,YSO,0.348513412389246,0.0017129286634100609,0.12306432415694465,0.045203876643085554,0.48150545814731377
168,2CXO J002313.1-720131,2736,AGN,0.33626223026164137,0.008772819621192075,0.17767795952845844,0.2995734065672847,0.17771358402142332
169,2CXO J002313.1-720131,2738,AGN,0.49103465374366684,0.005516257713187923,0.09718341977165951,0.30797844781994926,0.09828722095153654
170,2CXO J002313.1-720131,2737,AGN,0.4145494479449971,0.009038229226830308,0.11114961812887676,0.31525371845651523,0.15000898624278058
171,2CXO J002316.1-720733,2738,AGN,0.4507654516443874,0.005061836475167404,0.09064482862233801,0.1937444083962522,0.25978347486185505
177,2CXO J002330.7+001558,2252,QSO,0.2973430682248869,0.013497290539465896,0.13927698457200208,0.40861564463661687,0.14126701202702818
180,2CXO J002337.1-721826,2738,AGN,0.41260662983289914,0.0013817443445999678,0.1389559013507838,0.3575748136497337,0.08948091082198335
181,2CXO J002337.1-721826,2737,AGN,0.3656778439920294,0.0019875959313620578,0.14881649803505292,0.3503118128519017,0.1332062491896538
182,2CXO J002337.1-721826,2736,QSO,0.35802435049823533,0.004284846404090047,0.11569804482107628,0.37831838435093296,0.14367437392566546
183,2CXO J002337.5+041700,7914,QSO,0.23727968137981195,0.05737040312773588,0.23398154498732945,0.32091030957803485,0.15045806092708786
184,2CXO J002337.5-722327,953,YSO,0.07829531806736242,0.04951804130950964,0.16085163286914014,0.1553456993247723,0.5559893084292155
252,2CXO J002443.3-721825,2738,AGN,0.5133103933209767,0.0006949243805967671,0.05131219244758478,0.27038931742220224,0.16429317242863958
253,2CXO J002443.3-721825,2737,QSO,0.3322871032815291,0.000398947201897018,0.06386799962669938,0.4596149575561455,0.1438309923337289
254,2CXO J002446.8-721235,2735,QSO,0.27035556205092653,0.10110144856440385,0.1311173544562069,0.34007988720814797,0.15734574772031468
255,2CXO J002446.8-721235,2736,QSO,0.29089630847754405,0.07448500357587859,0.17196996295825734,0.34633551897988263,0.11631320600843752
256,2CXO J002457.0-720651,953,QSO,0.2591103851101776,0.15415108035746788,0.140231988492951,0.2699460482586839,0.1765604977807197
257,2CXO J002457.0-720651,955,AGN,0.37153362491746816,0.052669214498574125,0.09449585518118202,0.309969901018462,0.1713314043843138
258,2CXO J002457.0-720651,2737,QSO,0.27686712539933495,0.14172654564397436,0.1396250662315258,0.30617958781563703,0.13560167490952799
259,2CXO J002457.0-720651,2736,QSO,0.31689413920522885,0.039019591259634716,0.20600133237973262,0.33214860345898367,0.1059363336964202
260,2CXO J002457.0-720651,2735,QSO,0.24961267070032522,0.16817326516194242,0.17038478434195808,0.26982086199921734,0.14200841779655698
261,2CXO J002457.0-720651,2738,AGN,0.29075330224467905,0.13685173797310277,0.1188851335498869,0.2849182054356272,0.16859162079670406
263,2CXO J002506.4-122351,10413,AGN,0.3562419130637869,0.006221594051577257,0.12909045238670697,0.32501258902308516,0.18343345147484386
266,2CXO J002518.9-122623,10413,YSO,0.2527401778802091,0.03137150339527418,0.21259097742808938,0.03491734058091894,0.46838000071550845
269,2CXO J002529.3-752416,14390,AGN,0.34314312624584153,0.03693438830894655,0.2738294707846069,0.13637121059251464,0.20972180406809032
270,2CXO J002536.3-121527,5010,AGN,0.4011857187977022,0.02776421000733926,0.12183035879840792,0.3257576001882622,0.12346211220828847
278,2CXO J002542.7+172348,929,AGN,0.3586097970185868,0.013777773651917378,0.2339630407436799,0.07267073193059259,0.3209786566552233
279,2CXO J002549.0-122659,10413,QSO,0.207960306691924,0.13066339306922117,0.20485231294209588,0.2895555523803657,0.16696843491639315
280,2CXO J002549.0-122659,3251,QSO,0.1390176336219035,0.09257919311150747,0.32614336345349704,0.3345513298482767,0.10770847996481522
285,2CXO J002646.0+171231,929,AGN,0.2816325670648372,0.09166270623361655,0.24623063454999772,0.19811216060446782,0.18236193154708058
294,2CXO J002727.1+260703,14012,YSO,0.07334008130322371,0.21398936054024817,0.16020291049815336,0.2504462976293598,0.3020213500290149
296,2CXO J002744.2+045443,2579,AGN,0.32792189450941023,0.0051748225086869,0.17148233976728647,0.3142817184961008,0.18113922471851554
297,2CXO J002756.6+261651,3249,Orion_V*,0.0024034255399086393,0.06700365393810954,0.6746504937586209,0.0018149929352714298,0.2541274338280896
299,2CXO J002806.3-753808,14390,Orion_V*,0.18901420335199515,0.08623146910896758,0.34095528284225446,0.22799568436715528,0.1558033603296277
301,2CXO J002819.6-754214,14390,AGN,0.3754224494384237,0.07423869196955091,0.1593841644528845,0.19535221409125342,0.19560248004788744
306,2CXO J003224.1-633408,13483,AGN,0.42539384203536673,0.019748673426097464,0.13596394813442658,0.1321651802661104,0.28672835613799874
307,2CXO J003226.6+394652,9525,AGN,0.3515010690933431,0.008443729108792226,0.18969875342698386,0.16182613822504865,0.288530310145832
