,name,obsid,main_type,AGN,HMXB,QSO,SNR,YSO
13817,2CXO J115907.1+290842,874,AGN,0.45832330412611855,0.07118490517867844,0.1848025293458731,0.24065019784318098,0.04503906350614897
13973,2CXO J121406.6-653348,11101,QSO,0.2164731620973738,0.15536384337652087,0.4640297916515381,0.07326135955791731,0.09087184331664984
13975,2CXO J121406.6-653348,11099,AGN,0.40599465644782257,0.11371904069958236,0.30239977580659083,0.06902526722180553,0.10886125982419875
13993,2CXO J121447.5-651713,13158,AGN,0.37776502498549586,0.10460721879000208,0.29496683370001264,0.14586235634880193,0.07679856617568753
14009,2CXO J121526.4-002327,4201,AGN,0.38835365294901014,0.05921188275836858,0.3139384401710785,0.17330442346865518,0.0651916006528875
14037,2CXO J121851.8+280729,4695,HMXB,0.22072934724058735,0.3020342108964857,0.2648112246842981,0.05582570496336212,0.15659951221526675
14055,2CXO J121924.1+292254,7078,QSO,0.3284439257687999,0.013270992634873803,0.47493705360663224,0.15711258966200056,0.026235438327693504
14079,2CXO J121958.0-003500,3141,HMXB,0.24385865064644568,0.2829582170891206,0.2516995432156386,0.06325908104545944,0.1582245080033356
14120,2CXO J122019.9+292033,7080,QSO,0.21013582373241205,0.13987798683431757,0.45843064794520627,0.09388274876728597,0.09767279272077815
14260,2CXO J122541.5+130957,15149,AGN,0.3707311619496383,0.07533237259585535,0.3160280935741611,0.15555999201381698,0.08234837986652832
14353,2CXO J122907.8+033857,3150,AGN,0.4022914769374332,0.021571960660588353,0.3720959566362985,0.17293942845487173,0.031101177310808133
14772,2CXO J123050.7+122502,7212,QSO,0.286129389173105,0.06756842487667251,0.43271009917370723,0.09339864166671263,0.12019344510980264
14892,2CXO J123550.3+621808,3294,AGN,0.4137660616122532,0.11390590697236859,0.21371829181133317,0.14593862136847693,0.11267111823556802
15263,2CXO J124556.0+032811,12288,AGN,0.31316868626528066,0.1681495177745946,0.27826644602831235,0.06654162674957345,0.17387372318223887
15281,2CXO J124826.1-411756,4954,AGN,0.38830561181055795,0.14501155080586348,0.23436552637389066,0.1566036149734442,0.07571369603624373
15359,2CXO J125325.0-291900,4198,QSO,0.3292614113470228,0.03274938695409748,0.4478819102554538,0.15264947657128344,0.0374578148721424
15360,2CXO J125328.6-292118,4198,AGN,0.40192730178139663,0.14493072074477387,0.22845403088384253,0.10123960937012853,0.12344833721985847
15398,2CXO J125605.2+564356,1031,QSO,0.23217509083032442,0.1275522743676852,0.28572607626778806,0.09090558992783472,0.2636409686063677
15434,2CXO J125722.6-172156,7922,QSO,0.3656462969274533,0.03885330581094884,0.44116381067932514,0.11519081533584746,0.03914577124642507
15443,2CXO J125747.7+272414,12887,HMXB,0.19549808985972358,0.3042704482405445,0.24787114587165734,0.0594684743230188,0.19289184170505577
15445,2CXO J125748.1+272412,12887,HMXB,0.19549808985972358,0.3042704482405445,0.24787114587165734,0.0594684743230188,0.19289184170505577
15498,2CXO J130003.9+275550,13996,QSO,0.26298317684453515,0.17058819804207787,0.319376033241942,0.12048899481919499,0.12656359705224993
15527,2CXO J130216.8+365736,11568,QSO,0.23861723721689052,0.18371899283576068,0.38329325654099217,0.08463120234228938,0.1097393110640673
15555,2CXO J130522.8-492900,14412,AGN,0.2708678926683556,0.24553850912952283,0.19502146188032563,0.06526824176552792,0.22330389455626812
15559,2CXO J130525.4-492831,14985,YSO,0.16053823301745662,0.2886958648197676,0.10610704894693071,0.08743817943882203,0.3572206737770232
15581,2CXO J130540.7-492603,14984,YSO,0.20465562577071802,0.2788645509955377,0.06672272296108675,0.04475793817076991,0.4049991621018875
15582,2CXO J130540.7-492603,14985,AGN,0.33031304610983264,0.09555081820631744,0.20206855956844466,0.18728848842485027,0.18477908769055507
