,name,obsid,main_type,PartofG,Pulsar,Radio,Seyfert_2,YSO
21176,2CXO J195226.5+021957,2968,YSO,0.19450570413439117,0.256703086648079,0.2573178793911055,0.01532760087035289,0.27614572895607137
21185,2CXO J195428.3+441732,4476,YSO,0.19386589030941184,0.25933098608723726,0.25643427980609057,0.015216775865182395,0.27515206793207786
21366,2CXO J202315.9+384708,5586,YSO,0.19358312163293356,0.25557402335897167,0.2561944981870074,0.0197411534705563,0.27490720335053115
21374,2CXO J202707.3+371904,1893,YSO,0.17702812315961375,0.22809279847892788,0.2409185140236507,0.10861872329987227,0.24534184103793555
21490,2CXO J203302.9+404725,10969,Pulsar,0.17791527441728688,0.24969122208239553,0.2371155765345762,0.0861661198169426,0.24911180714879871
21676,2CXO J203314.4+411856,10961,YSO,0.17835010372587065,0.2390998660377336,0.23909406880898973,0.09154878409801125,0.25190717732939477
21678,2CXO J203314.5+411837,10961,YSO,0.17835010372587065,0.2390998660377336,0.23909406880898973,0.09154878409801125,0.25190717732939477
21679,2CXO J203314.7+411841,10961,YSO,0.17835010372587065,0.2390998660377336,0.23909406880898973,0.09154878409801125,0.25190717732939477
21690,2CXO J203316.3+411859,10961,YSO,0.17835010372587065,0.2390998660377336,0.23909406880898973,0.09154878409801125,0.25190717732939477
21901,2CXO J205640.4+301933,734,YSO,0.1829895315069556,0.23751950331112642,0.23979340139269126,0.08367600042791846,0.2560215633613081
21954,2CXO J211245.6-632329,5885,Radio,0.18558622360601673,0.24193036224847594,0.261135555938564,0.05085124022159878,0.2604966179853445
22167,2CXO J220201.8-315210,905,Radio,0.17260389930911504,0.22776218536494855,0.2533546716714797,0.10131176035593208,0.24496748329852452
22210,2CXO J221540.0-172322,8566,YSO,0.19315631493223132,0.24878405571660936,0.25395242537538965,0.03656301804191133,0.2675441859338583
22699,2CXO J231838.5+425259,7895,Radio,0.1838569166758697,0.23699379637402082,0.25609088425208687,0.06792900489399989,0.2551293978040227
22733,2CXO J232321.0+584930,12020,YSO,0.19100375400117156,0.25776658347588616,0.25260084824358014,0.028337542158413657,0.27029127212094856
22734,2CXO J232321.0+584930,10936,YSO,0.18982517326792014,0.25835943582953075,0.25124071020456906,0.031174067739820222,0.2694006129581598
22735,2CXO J232321.0+584930,13177,YSO,0.18937238009441065,0.2546702514891028,0.2503160127027268,0.038061990036359496,0.2675793656774003
22736,2CXO J232321.0+584930,10935,YSO,0.18916164321638337,0.2561686785666056,0.2501842327929582,0.0372131854526784,0.26727225997137455
22744,2CXO J232324.7+585025,194,YSO,0.18415989553709167,0.242052064014666,0.24372311576877967,0.06994074576249677,0.2601241789169659
22745,2CXO J232324.7+585025,2877,YSO,0.18792505255313896,0.2564204261567033,0.24852782933920578,0.04186187536256677,0.26526481658838535
22746,2CXO J232324.7+585025,2876,YSO,0.18204874993993533,0.24724793335889617,0.24101375565873406,0.07276094122643263,0.25692861981600174
22773,2CXO J232328.8+584943,226,YSO,0.18221779394594734,0.2547181959153652,0.24098430503306523,0.06455258421022832,0.257527120895394
22774,2CXO J232328.8+584943,235,YSO,0.18850656680643535,0.24783504498838263,0.24910283151094106,0.04836193854338098,0.26619361815085996
22776,2CXO J232328.8+584943,2869,YSO,0.18836666251975534,0.2473965867462979,0.24881035851493413,0.04927392984237436,0.2661524623766383
22777,2CXO J232328.8+584943,236,YSO,0.18981777832189115,0.2571666033212996,0.2509895824360692,0.03375968213271608,0.268266353788024
22778,2CXO J232328.8+584943,9699,YSO,0.18958456886094693,0.2492118128711827,0.2503061385824154,0.04306887195749838,0.2678286077279565
22779,2CXO J232328.8+584943,6738,YSO,0.1867226161709936,0.24802716254703694,0.24732171437977082,0.05391261192524448,0.2640158949769543
22780,2CXO J232328.8+584943,5196,YSO,0.1879743021561803,0.25904666054946474,0.24878245900150006,0.038397754431581395,0.2657988238612734
22781,2CXO J232328.8+584943,114,YSO,0.18732472077679493,0.26024196070478245,0.24789434540119482,0.03963469380480836,0.2649042793124194
22782,2CXO J232328.8+584943,2870,YSO,0.19029969556046994,0.25015417668979506,0.2517910805155978,0.03879210616676083,0.26896294106737634
22783,2CXO J232328.8+584943,1952,YSO,0.18788745844428834,0.2608433815258667,0.2485931826817712,0.03696384764147873,0.2657121297065951
22784,2CXO J232328.8+584943,9698,YSO,0.1849021411273274,0.24464829446760308,0.2445100186717839,0.06461944055839962,0.2613201051748861
22785,2CXO J232328.8+584943,6737,YSO,0.18713697673198584,0.24577312660752815,0.24720346902087603,0.05555614372524012,0.2643302839143698
22786,2CXO J232328.8+584943,2877,YSO,0.18361567259770736,0.2466310650304469,0.24272612501219568,0.07012532509059251,0.2569018122690575
22787,2CXO J232328.8+584943,8369,YSO,0.1887548160254686,0.2482794378002464,0.2494446423417683,0.04677348392208037,0.26674761991043633
22788,2CXO J232328.8+584943,5163,YSO,0.1872932387414784,0.25306022420728824,0.24767521543328555,0.047488541376644364,0.26448278024130345
22791,2CXO J232328.8+584943,5162,YSO,0.19025910921642336,0.2510558992885293,0.2516348022106771,0.03811084538509917,0.26893934389927115
22792,2CXO J232328.8+584943,3696,YSO,0.1873976146184115,0.25756733361422307,0.24788684985016848,0.04241460722662393,0.2647335946905731
22793,2CXO J232328.8+584943,8368,YSO,0.1848495600725912,0.2569310608522728,0.2448930746515005,0.052120521348689906,0.26120578307494563
22794,2CXO J232328.8+584943,194,YSO,0.1882314813009329,0.2514146031335455,0.24905186690952816,0.04549446269394716,0.26580758596204634
22795,2CXO J232328.8+584943,2876,YSO,0.1865962478102931,0.2527740069072495,0.24700902884863063,0.050114273165295854,0.263506443268531
22796,2CXO J232328.8+584943,6067,YSO,0.18697286776656896,0.24796573095164948,0.24743582112649135,0.05365819193486423,0.263967388220426
22797,2CXO J232328.8+584943,10642,YSO,0.18709712149749305,0.24585122249025698,0.24729679634906537,0.05544594126833696,0.2643089183948475
22798,2CXO J232329.2+585027,1545,YSO,0.18225073874123657,0.24201503681053002,0.24166615874666214,0.07662985818599544,0.2574382075155759
22808,2CXO J232332.8+584748,225,YSO,0.18835228056136288,0.25413481587405445,0.24924353032914962,0.04172213158716943,0.26654724164826366
22838,2CXO J232604.6+263245,11830,Radio,0.1905208538705322,0.23690478844158294,0.25584035788685633,0.06314710402278453,0.25358689577824406
22907,2CXO J233741.1+270805,4816,Radio,0.18388094853585632,0.2284839583985904,0.24858660281509898,0.09264981148004953,0.24639867877040483
22931,2CXO J234335.9-151916,4546,Radio,0.17054379012546866,0.21712414806319266,0.24715462658465684,0.13208240873981547,0.23309502648686642
