,name,obsid,main_type,PartofG,Pulsar,Radio,Seyfert_2,YSO
18153,2CXO J151346.5-590047,4384,YSO,0.1930762943270951,0.25357063392960105,0.2560231208868568,0.024378493998572177,0.2729514568578748
18161,2CXO J151349.2-590131,6117,YSO,0.1900006726520587,0.2535133427807305,0.25274729409171404,0.03666698007929105,0.26707171039620575
18163,2CXO J151349.2-590131,4384,YSO,0.1919564949164337,0.2518344675868589,0.2561820286366699,0.02900838469997654,0.27101862416006106
18168,2CXO J151349.2-590134,6117,YSO,0.1900006726520587,0.2535133427807305,0.25274729409171404,0.03666698007929105,0.26707171039620575
18170,2CXO J151349.2-590134,4384,YSO,0.1919564949164337,0.2518344675868589,0.2561820286366699,0.02900838469997654,0.27101862416006106
18175,2CXO J151349.6-590136,6117,YSO,0.1900006726520587,0.2535133427807305,0.25274729409171404,0.03666698007929105,0.26707171039620575
18177,2CXO J151349.6-590136,4384,YSO,0.1919564949164337,0.2518344675868589,0.2561820286366699,0.02900838469997654,0.27101862416006106
18184,2CXO J151349.7-590133,6117,YSO,0.1900006726520587,0.2535133427807305,0.25274729409171404,0.03666698007929105,0.26707171039620575
18186,2CXO J151349.7-590133,4384,YSO,0.1919564949164337,0.2518344675868589,0.2561820286366699,0.02900838469997654,0.27101862416006106
18195,2CXO J151355.6-590809,3834,Radio,0.1801561778156652,0.2480028504083859,0.26077917646710397,0.08384595536115003,0.22721583994769493
18196,2CXO J151355.6-590809,4384,Radio,0.1827432113816743,0.23279653303571643,0.2504926122981952,0.0847776228821252,0.2491900204022889
18224,2CXO J151631.7+065852,10879,Radio,0.16382604606529202,0.1986848239542714,0.21706815411633826,0.2057425827796681,0.2146783930844303
18317,2CXO J153143.2+240421,3138,Radio,0.1455344058536799,0.2047803767106498,0.22893328901896307,0.21487444108999162,0.20587748732671562
18418,2CXO J154957.3-035511,981,YSO,0.19375653198080997,0.25543552489323396,0.25611938757527436,0.019991736355417008,0.2746968191952647
18515,2CXO J160103.1-513353,6687,YSO,0.19018537170256417,0.2514783704527365,0.2530276708690349,0.03749400039286363,0.26781458658280083
18597,2CXO J161139.9+115754,13654,Radio,0.16554375218146958,0.21729436084359696,0.318545629745264,0.06370720663345872,0.2349090505962108
18621,2CXO J161336.4-605206,8178,YSO,0.1705392520521067,0.22442258561353012,0.23017477879273204,0.1377278763846861,0.2371355071569449
18661,2CXO J161736.2-510224,2316,YSO,0.18503651594730414,0.24562322853444743,0.24489621651681986,0.06452245768326814,0.2599215813181605
18664,2CXO J161736.2-510224,2314,YSO,0.18306799712978108,0.25502170175325106,0.24239702796694165,0.06233994591327462,0.2571733272367515
18670,2CXO J161736.2-510224,5595,YSO,0.1825995474970769,0.2505848132277546,0.24162384410733656,0.06845568480870363,0.2567361103591284
18811,2CXO J163219.8-474729,10088,Seyfert_2,0.14590948129184086,0.1839239320655203,0.22581469173952776,0.24846359611407035,0.19588829878904065
18912,2CXO J164058.0+400328,3575,YSO,0.19385571201975121,0.25510225436229883,0.25611513790047014,0.020306366284725423,0.2746205294327545
19148,2CXO J170207.0+341338,4179,YSO,0.18925300015321198,0.24653195793483956,0.2525240828474046,0.04773891114709481,0.26395204791744903
